Sentence,Formal_20
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,Naturally. The State Sports General Administration is the source of the top-notch coaches there.
 Could you move smoothly ? ,Would the difficulty level allow you to move quickly?
 Yes.My face even ached in the icy wind . ,"Although the temperature was cold outside, I felt something tugging at my face, even though it was still there."
 What happened afterwards ? ,What occurred following?
 I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was . ,"As I enjoyed my skiing journey, I found it difficult to stop because, surprisingly, it left me terrified."
 Poor girl ! ,"Doing the very difficult job, poor lady!"
You look pale recently . ,"Recently, you appeared pale and glowing."
 Yeah . I have got much pressure in the company . I have tobe wrapped upon my work . ,"The company atmosphere is stressful, and I am under a lot of pressure. I need to be protected at work."
 Take good care of yourself . ,Maintain cleanliness and hygiene.
 Thank you . I will . ,Thank you. I will take all necessary measures.
"Hey , Maggy , Did you hear about David ? ","Did David inform you about your relationship, Maggy?"
" About David ? No , I didn ’ t hear anything . ","Could you provide any information about David? No, I heard nothing."
" You know , about David and his new boss . ",Could you provide any information about the relationship between David and his new supervisor?
" Sorry , I don ’ t quite follow you . ",Thank you for your interest in my life.
" Well , I heard David has been fired . ",It appears that David has been dismissed.
" Oh , that is a shame . He is really hard working . ","Although frustrating, he is a very hard worker."
how do you usually get to school ? ,Could you describe your typical daily mode of transportation to school?
 I usually ride my bike . Which form of transport do you prefer to use ? ,"As a person, which mode of transportation do you like to use for transportation?"
" I feel that I can see more when I pedal a bicycle , but when I feel lazy , I drive my car . ","Cycling provides me with a view that is perceived to be greater while riding bare wheels, I prefer to drive my car instead."
 I think we should discourage people from using their private cars . They produce too much pollution ! ,Should the use of private cars by individuals be prohibited as they are responsible for causing too much pollution?
" I agree , but I would find it difficult to stop using my car . It's just so convenient . ","Although, it appears to be convenient to drive, I find it difficult to give up on my car."
" cars might be convenient , but they're so bad for the environment . ","Although cars may be convenient, they are detrimental to the environment."
 do you have a car ? ,Do?
" no . I used to have one though . Once I started using my bicycle to get around , I found that I didn't really need it . ","Although cycling was a part of my life, I realized that it was no longer necessary."
" maybe if I sold my car now , I wouldn't be so tempted to use it . ",Perhaps I would not feel as tempted to sell my car if it were sold presently.
 you could try . It would save you a lot of money . ,"Given that, attempting it, could result in a considerable reduction in expenses."
" that's true . Every month , I spend hundreds of dollars on gas , insurance , and repairs . ","Although true, each month I spend hundreds of dollars on gas, insurance, and repairs, so that is true."
" if you got to class by riding a bicycle every day instead of driving , you will get lots of exercise , too ! ","As a substitute for driving, riding booze daily and cycling to class will provide you with supplementary exercise!"
 I could stand to lose a few pounds . Having a car has made me lazy . I never end up walking anywhere ! ,"Although weight loss is possible, I feel like I have a responsibility to put'most weight on my plate' Despite the fact that I drive incredibly slowly, the novelty of it has made walking / running 0 - I can't find anything else!"
 let's go to a car dealership . I'll help you try to sell your car for a good price . ,"Allow me to visit you at a car dealership. Whenever possible, I will assist you in selling your car at an affordable price based on the profit."
 sounds good ! Let's go ! ,Would such as to make it worthwhile :). . Certainly!!
What's wrong with him ? ,What is the issue with him?
 His nose is out of joint because we forgot to invite him to the party . ,"Due to neglect, we neglected to include him in the party and his nose appears out of place."
"What are you going to do for one year abroad , Tom ? ","Could you share with me your plans for a year-long vacation abroad, Tom?"
" Study , study , study . I want to learn a lot . ","Study carefully, I study diligently, and I hope to gain a lot of knowledge."
 You are going to take courses ? ,Are classes on the table for you?
 Yes . I am going to take some university courses there . ,Will I participate in university courses there? It is.
 Sounds hard . ,"Does the statement ""You have a difficult time""?"
" Yes , but I think it's probably for the best . ","Although, it appears, yes, I believe it may be for the best."
 Won ’ t you get lonely ? ,Will the feeling of isolation continue to affect you?
" Hey , I am a pretty cool guy . I will make friends , and I'll have a lot of extracurricular activities too . You know , like fencing , or theater or something . ","As a person, I possess the ability to make friends and participate in various sports, including fencing, theater, and theater."
"Isn't this lovely weather ? Will you help me water the flowers , Jack ? ","Would the flowers appreciate it, Jack? Surely this weather is lovely? Can you lend a hand with the watering of the blooms?"
" Well , do you think I have to ? ","Do believe me? Indeed, I think so."
 I do.We haven't watered them for quite a few days . ,"For several days, we haven't watered them."
 Please look at the sky.Don ' t you see the dark clouds ? It's going to rain soon . ,Could you describe the sky? I see dark clouds in the distance. It's going to rain soon.
 Good.So we don't have to work.How nice ! ,Thank you for the opportunity to work without having to worry. It's so nice!
 But I don't think it's so nice . ,"However, if, in my opinion, it's such a pleasant thing."
 Why ? ,What is the explanation for?
 The weather report says it's going to rain for a whole week . ,Weather report:.
" Oh , I'm afraid all the flowers will die in the rain . ","All of the flowers will disappear in the rain, and I fear for the worst."
"On , darn . The grocery store is closed . ",The grocery store is closed.
" Yeah , this one closes at ten . We could drive to the 24 - hour store on sixth . ","The closure of this one is at ten, but if necessary, we could use sixth place instead."
 Alright . We are out of everything . ,"All-equipped. Initially, it appears that we are out of touch."
 I wish the store close to us was open 24 - house a day . ,"Would the nearby store, which I wish would remain open 24 hours a day, be able to serve customers 24/7?"
" I know , our schedules are so weird . Sometimes , the little corner store is the only thing within walking distance that ’ s open when we get home . ","Although our schedules are peculiar, sometimes the only thing within walking distance to our destination is the nearby corner store that's open when arriving home."
" Yeah , and the prices there are very high . ","All-consuming, and very high prices, in that case."
 I know . Three dollars for milk . ,Three dollars and a cup of milk.
Do you think they two will get married ? ,Will the two individuals in question settle down and enter into marriage?
 You can count on it . ,It is dependable.
" I think so.Yes , they get along so well . ",Could you confirm this? I believe it. It works - and they cooperate perfectly.
 I like him.He ' s good for her . ,"Although, '' .""”»]."
 You're right . He sure is . ,"Thank you, a reader. He certainly is."
"Dad , where are we off to ? ","Could you inform me, Dad, of our destination?"
 First we will go to the city centre and stop for something to drink . Then we will visit the University Museum . ,"As a part of our transportation journey, we will visit the University Museum and then make'stop for...'in the city centre, where we have arranged to have drinks."
 Where are we going to have a drink ? ,Where are the locations for drinking?
 There is a coffee shop round the corner . Can you see that big building at the end of the road ? ,"Could you identify the large building at the end of the road, which is located directly across from a nearby cafe?"
 Yes ? ,"Could you clarify what ""Yes"" means?"
 That is a bank . The coffee shop is opposite the bank . ,"The location of the bank is opposite the coffee shop, which is situated across from it."
 Good . I will have hot chocolate . ,Would a glass. of ‘other' (of the very enjoyable foods)?
 A stop ! Wait for the lights to turn green . ,Ensure that the lights switch green and continue running.
 When crossing the road you must always pay attention to what's around you . ,"While crossing the road, you must pay attention to what's happening around you."
 Sorry . How far is the museum ? ,Could you provide me with the nearest museum to your location?
 I am not sure . We will ask for directions in the coffee shop . ,Could you clarify what you mean? We will ask for directions to the coffee shop.
 Here we are . You find us a table and I'll get the drinks . ,"Select me for drinks, and we move around."
How about going to the cinema tonight ? ,Would the children enjoy watching the movie in the theater tonight?
 That's great . What's on tonight ? ,Would that satisfy you? What's happening tonight?
" I am not sure about the name of the film , but I know it's a romantic one . ","Although the title of the film is uncertain, I do know that it's a romantic movie."
 Romantic ? I am afraid I like thrillers better . ,"Although, I have difficulty identifying a romantic story, my preference is for thrillers."
 Don't you think it's too bloody ? ,"Aren't ""All of a magnitude"" exceeding what one might perceive?"
" On the contrary , very exciting . ",Very stimulating.
I feel so uncomfortable . ,It makes all of my discomfort sense.
 Are you sick ? ,Are you experiencing symptoms?
 No . The teacher is dragging the chalk over the blackboard . It set my teeth on edge . ,"The teacher is dragging the chalk over the blackboard, and it caused my teeth."
 He ’ ll finish writing in a minute . ,"Within a minute, he will have written."
I have made up my mind . I am getting a tattoo . ,"Although, realistically speaking, I am thinking about obtaining a tattoo."
 Really ? Are you sure ? ,Do believe?
 Yeah ! Why not ? They are trendy and look great ! I want to get a dragon on my arm or maybe a tiger on my back . ,Would the attire be more suitable if not for the addition of a dragon or tigerism to my arm or back?
" Yeah but , it is something that you will have forever ! They use indelible ink that can only be removed with laser treatment . On top of all that , I have heard it hurts a lot ! ","Although rare, it is a condition that you will have for the rest of your life!! Furthermore, they use ink that can only be eliminated with laser therapy. Furthermore... it hurts greatly!"
 Really ? ,Could you clarify what you mean?
 Of course ! They use this machine with a needle that pokes your skin and inserts the ink . ,"Naturally, this device is equipped with a needle that inserts ink into the skin through insertion."
" Oh , I didn ’ t know that ! I thought they just paint it on your skin or something . ","What is the significance of "" painting it"" on your skin?"
" I think you should reconsider and do some more research about tattoos . Also , find out where the nearest tattoo parlor is and make sure they used sterilized needles , and that the place is hygienic . ","Although, perhaps, you should reconsider and do some research about your tattoo. Moreover, as well, find out where the closest tattoo shop is, and ensure that the needles used are sterile and that it is clean."
 Maybe I should just get a tongue piercing ! ,Would a tongue impression have any impact?
"Excuse me , what's the screen near your steering wheel for ? ",Could you clarify the screen situated on your steering wheel that you see?
 It's a portable TV . It's a popular thing now . ,"Presently, a portable TV has become popular."
" Oh , that's new to me . So what's on everyday ? ",What are the activities that occur daily?
" News about current affairs , documentaries , music , movies , noncommercial ads and so on . ","Current affairs, documentaries, films, music performances, movies; television ads; and other news items."
 Is there anything interesting ? ,Could you suggest any fascinating subjects?
" Yes , there are something good and informative . I think that many people underestimate the value of TV in education . ","Although informative and valuable, I think that the role of television in education is often underestimated."
 I agree . Are there any commercials on the TV ? ,Would the television broadcast include any commercials?
 Of course . Because the TV stations need to make money from commercials between the programs . ,Television stations are expected to make money from advertising in between programs.
 That makes a lot of sense . Does the TV work well ? ,Would the television be suitable for this purpose?
 Not always . It depends on the transmission of the satellite signals . ,"However, it is not always possible. It is contingent on the transmission of satellite signals."
 I got it . Do you pay for the programs ? ,Would payment be required for the programs?
" Yes , 50 Yuan per month . ","Would the fee, which means that you could pay for it and receive it at 50,000 Yuan monthly, is reasonable?"
"Oh , no ! ",What?
 How dreadful ! ,"Very, very unpleasant!"
 Look at the view from the window . ,"View the window, and subsequently, the view."
" Oh , dear . That ’ s terrible . Not at all what I expected . ","Very, very disappointing. Quite frankly, that is not what I thought it would be."
" It ’ s awful , isn ’ t it ? ",Would the description of it as awful be lengthy?
 I can ’ t bear to look at it . I ’ m rather disappointed . ,"Although I cannot bear to gaze at it, I feel disappointed."
 It can ’ t be helped . ,Without assistance.
"What do you do in your free time , Nancy ? ","Nancy, could you share with me what activities you enjoy doing in your leisure time?"
" Well , I like playing the violin . ","As a person, I have incorporated violin playing into my hobbies."
 Really ? How long have you been playing the violin ? ,Could you share with me the age when you began learning how to play the violin?
 About ten years so far . I started learning when I was in middle school . ,"For approximately ten years, I have been learning for about a decade. I started learning when I was in middle school."
 That's really interesting . ,Very interesting.
 Sure . So what about you ? Do you have any hobbies ? ,"Could you share with me your interests and hobbies, please?"
" Well , I like collecting matchbox ! I'm not sure if that counts , though . ","Although, as I enjoy matchbox collecting, I am uncertain if it is significant."
 Of course it does . Everybody has his own hobby . ,"Naturally, that isattainable. Everyone has their own interests."
How can I tell her about this ? ,What is the appropriate way to inform her of this?
" Don't worry , you'll find a way . ","However, if these feelings occur, there's hope for you, as you will discover a solution."
 There is no need to be so frustrated . ,It is unnecessary to feel frustrated to this extent.
 How can you live without job in the future ? ,What are the possibilities for living without a job in the future?
" Don't worry , you'll find a way . ","However, if these feelings occur, there's hope for you, as you will discover a solution."
What sports do you like to play ? ,What are the sports that you like playing the most?
 I like baseball and basketball . ,"As a person, I enjoy playing baseball and basketball."
 How about football ? ,Could you share your thoughts on football?
" In my country football is brand new , so I never learned the game when I was younger . ","As a country citizen, the sport of football is new to me, and I have not played football in my youth."
 It's a very popular game in America . ,The popularity of the game is very high in America.
 Yeah . I heard a lot about it . Is it really that fun ? ,Have individuals mentioned that it's popular? Is it legitimately that entertaining?
" For me , it's one of those games that are fun to both watch and play . ","For reasons that are obvious, it's one of those games that'."
 Are you a football player ? ,"Would the phrase ""English"" apply to you?"
" No , I just for fun with my friends . We play two hand touch or flag football . We're too old to play tackle football . ","Although, unfortunately, I have no interest in it, as I prefer to have fun with my friends. Among our hobbies are two-handed or flag football, which we play with friends, but tackle football is not suitable for us due to our age."
 What is two hand touch and flag football ? ,Could you explain the meaning of two hand touch and flag football?
" Instead of tackling somebody , you just have to touch them with two hands , or if it is flag football , grab the flag that the ball carrier is wearing . ","Alternatively, if the person carrying the flag is wearing flag football and you touch them, you can approach them with two hands."
 I see . It's safer then right ? ,"Would the perception be safer, if at all?"
" Exactly . We play every Saturdays on the field by the tennis courts . If you want to learn and play a little , you're welcome to join us . ","All of our practices occur on Saturdays on the field by the tennis courts. If you want to play a bit and learn, you can join us."
 I'll give it a try . Give me a call and let's go down together . ,Would the process be satisfactory. Let's meet up and talk.
 Ok . I'll call you Saturday morning . ,Would your response be received by Saturday morning? Certainly.
 Great . ,"Very, very."
What upsets you ? ,What are the things that bother you?
" My parents called . As usual , they reminded me again that I should have a plan to marry by my late 20s . Easier said then done . Who should I marry ? I have no time to go on a date . ","Given that I have a desire to marry before the expected time comes, my parents reminded me that if I marry in my late 20s, I should have plans. Who would you recommend as the person to get married? I lack the time to date anyone."
 It is not your mother finding one for you ? ,What is the significance of your mother finding you a boyfriend?
" I will find one myself , of course . I ’ m a modern girl . ","As a present-day woman, I anticipate discovering one."
" Perhaps you can try the three minutes date , the latest type . ","Perhaps, you ought to test the three minutes date, the most recent variant."
" You mean dozens of the opposite sex meet each other for three minutes in a dimly bar serving alcohol , I hate that idea . ","Would the phrase ""Dozens of the opposite sexes have a suitable time"" if you suggested meeting for three minutes in 'a darkness-oil' bar? I find that idea to be ridiculous."
" No , there is an updated virgin , three minutes video date . I know an online dating website providing such service with a microphone and webcam , you can sigh for it . You can be face-to-face with a guy talking for maximum three minutes . ","Although, there is an updated virgin who provided a video date for three minutes. There is, however,.An alternative, you can attend an online dating site that has incorporated mcialcial dating with hood and microphone, which allows you to be in front of - or face ''for at least three' minutes in real life."
 I don ’ t think it makes sense . Three minutes is such a short time . ,"Although, three minutes is such time-consuming, and I question the logic behind it."
" I think you can find out if there is a possibility of romance within the first second of meeting someone , so-called love at first sight . ","The possibility of romance within the first seconds of meeting someone, also known as love at first sight, can be determined."
" Anyway , I don ’ t want to post my face up for sale on the internet like that . ","However, putting my person for sale online in that way, I am not interested in doing it."
" Don ’ t worry . There are many other options using the internet as dating methods . Some sites operate at international standard even have got certifications . Of course , for these sites , you have to pay a membership fee . But all in all , it is more serious and professional . The chance of meeting a good and serious person who does not play games is higher . ","Although online dating sites have certifications and operate at a worldwide level, it is advisable to use these sites as dating tools for those interested in dating. It is more about commitment than fun, and it gives you fewer chances to date someone who doesn't participate actively."
 I don ’ t want to post my personal information on the internet . I ’ m not knowing who is reading it . ,"Although, inevitably, I will post my details on the internet without knowing who will be reading them."
Are you going to the party on Saturday ? ,Will the party on the following Saturday be your date?
 I was thinking about it . Are you ? ,"Could you recall, ""You are on my mind today."""
" Yeah , I heard it's going to be a lot of fun . ","It appears to be a very enjoyable experience, as per my understanding."
" Really ? Well , what time does it start ? ",Could you clarify the moment when the alarm begins?
 It starts at 8 ,The duration of the session is 8: 15.
" Well , who all is going to be there ? ",Who is expected to arrive?
 Everyone from school . ,Everyone from the school.
 How do you know it's going to be so fun ? ,What is the probability of it being enjoyable?
" This party is going to have a DJ , food , and drinks . ","The celebration will include a DJ, entertainment, and food and drinks."
" Wow , that does sound like it's going to be fun . ","Very exciting, that appears to be a great idea."
 So am I going to see you at the party ? ,Will I have the pleasure of meeting you at the party?
" Yeah , I will be there . ",Will ensure that I am present.
Could you talk to me for a few minutes about my grades ? ,Would the class assist you in presenting my grades?
 Step into my office for a moment . What is your concern ? ,"Within minutes, enter my office and for a moment, consider what is on your mind."
 Am I failing ? ,Could I improve if I continue learning?
 Let's go on the computer to see what's up . Do you think you are doing well ? ,Would the computer allow us to monitor your computer usage and assess whether or not you are thriving?
 I am pretty sure that I am in trouble . ,Could possibly be in trouble?
" I can see that you are trying , but where do you think you could improve ? ",Could you share with me the aspects where you believe you are attempting and where your weaknesses lie?
 I missed a few classes ; I need to make sure I come to school on a regular basis . ,"Due to classes being absent, I have missed a few; I must attend school regularly."
" Having a regular study routine and following it is very important , right ? ","Would the frequency and importance of studying be considered vital, or is it not?"
 I'll try ; it's hard ! ,"Although challenging, I intend to give it a shot."
 Thanks for stopping by ! ,Thank you for your visit!
Good luck on your test tomorrow . We'll be crossing our fingers for you ! ,"Tomorrow, may your test result be available. We hope you pass."
 Thanks . ,Thank you.
I'll never ever work together with him ! ,Will I agree to work with him in the future?
 What happened ? Quarrel again ? ,Could you inform me about the latest developments?
 Will you take my materials back from him for me ? Please ! ,"Would such as taking my materials, please, return to me from him?"
 Don't ask me . I don't wanna be involved in your quarrel . ,Could you confirm that I am not interested in engaging in your argument?
"Oh , my God ! I've been cheated ! ",Have I acted unlawfully?
 What ? What did you buy ? ,Could you share with me the items you purchased?
 It's a brick ! I can't believe how stupid I was . Damn it ! ,It made complete sense to me. It's a stone!!I thought that I was very dumb. 3..?
 What is it ? Why did you buy a brick ? ,Could you clarify what brick is and why it is necessary for you to purchase one?
" There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick . ",Three boxes of Panasonic video cameras were discovered on the sidewalk by a man. He had three of them and stated that he needed to dispose of the boxes quickly.
