Sentence,Formal_10
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teens .","Massé, who grew up in Holland, Michigan and spent her teenage years in Europe, was born in Westchester County."
Fishman holds a bachelor 's degree from Columbia University and a master 's degree in economics from Brown University .,Fishman's academic background includes a bachelor''t degree from Columbia University and obtaining 'a' (master') and M(economics) degrees from Brown and Ivy League University.
"Following her success , Jane Campion hired Jones for a television miniseries that turned into the film Angel at my Table , an adaptation of Janet Frame 's autobiography .","Following her success, Jane Campion enlisted Jones to work on a television miniseries that later became Angel at my Table, based on Janet Frame's autobiography."
"Stipsits was born in Vienna , and spent his childhood in Stammersdorf , Korneuburg .","Stipsits was a native of Vienna who spent his early life in Stammersdorf, Korneuburg, having been born in Vienna in 1869."
Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,"In the northeast of Buenos Aires Province, Argentina, Navarro is a partido that is also known as ""Navarra"" in the country."
"Upstream is the decommissioned Michigan Central Railway Bridge , which with its predecessor , the Niagara Cantilever Bridge , competed with the Rapids Bridge whirlpool for rail transport .","The decommissioned Michigan Central Railway Bridge and its predecessor, the Niagara Cantilever Bridge, which competed with the Rapids Bridge whirlpool for rail transport, is located upstream from the Cantara Pass in North Dakota."
"The song was written and produced by the gala , which was composed by Filippo Andrea Carmeni and Maurizio Molella .","The production and writing of the gala's ""song,"" which was composed by Filippo Andrea Carmeni and Maurizio Molella, were the task assigned to the song by the group."
"Retzius was born in Stockholm , son of the anatomist Anders Jahan Retzius ( and grandson of the naturalist and chemist Anders Retzius ) .","In Stockholm, the son of the anatomist Anders Jahan Retzius (and grandson of his naturalist and chemist), Ander Retschun is born Rettinger."
"At the 2011 census , 78.8 % of inhabitants were Romanians , 17 % Roma , 2.7 % Hungarians and 1.4 % Germans .","According to the 2011 census, the population was composed of 78.8 % Romanians, 17% Roma, 27% Hungarians and 1.4 %) Germans."
"The museum is centrally located in Jiangbeizui CBD , near the confluence of the Jialing River and the Yangtze River .","The museum is situated in the central area of Jiangbeizui CBD, close to the Jialing River and Yangtze River's confluence."
"Robbins was born in Coventry on 21 September 1933 , with his twin David , the eighth and ninth children of twelve by Charles and Jessamine Robbins .","Charles and Jessamine Robbins were a Coventry couple who gave birth to David and his eighth and ninth children, respectively, on 21 September 1933, in 1933."
The battalion is maintained by the Queen 's York Rangers ( 1st American Regiment ) ( RCAC ) .,The maintenance of the battalion is the responsibility of The Queen's York Rangers ( 1st American Regiment ) ( RCAC ).
Katz was born in 1947 in Sweden and moved to New York at the age of one .,"At the age of one, Katz relocated to New York from Sweden, where he was born in 1947."
The image on the page is a two-dimensional image as opposed to pre-rendered 3D .,"The page's image is a two-dimensional representation, unlike its pre-rendered 3D counterpart."
"`` Stopped '' light , in the context of an EIT medium , refers to the `` quantum '' transfer of photons to the coherent system and back again .","In an EIT medium, the ""Stopped '' light"" is referred to as ""quantum  Quasi èd et Susceptible"" ( QoS) transition of the photons to the coherent system and then back again)."
The previous average is more important for high values of formula _ 2 .,"For high values of formula _ 2, the previous average is more significant."
"Among the prominent women of Suriname are Jennifer Simons , Marijke Djwalapersad , Elisabeth Samson , Cynthia McLeod , and Ruth Wijdenbosch .","Suriname's notable women include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod and Ruth Wijdenbosch."
"In 1924 he was an invited spokesman for the ICM in Toronto , in Oslo in 1932 and in 1936 in Zurich .","He was an invited spokesman for the ICM in Toronto in 1924, Oslo in 1929, and Zurich in 1936."
"The BBC World Service also broadcast a version called `` Animal , Vegetable and Mineral '' , chaired by Michael Flanders with a panel including Terry Wogan .","A version called  Animal, Vegetable and Mineral '' was also shown on the BBC World Service, with Michael Flanders as the chair and Terry Wogan as one of the panel."
"Thompson 's younger brother , Julia , was born in 1863 in Charles Martin Hall , Geauga County , Ohio .","In 1863, Julia, the younger brother of Thompson, was born in Charles Martin Hall in Geauga County, Ohio. She was named after her mother, Lorne Thompson."
The Horezu River is a tributary of the Ponoru River in Romania .,"In Romania, the Horezu River is a tributary of the Ponoru River and is one of its inland areas."
"In 2002 , the song was published by the British producer Vincent Stormfield and covered by Independiente as '' Sweet Harmony 02 `` .","In 2002, the British producer Vincent Stormfield published the release of the enigmatic, ""Sweet Harmony 02"" which was later covered by Independiente and released as ""Soap Harmonity 02""."
"David was born on 21 September 1933 in Coventry with his twin father Charles and Jessamine Robbins , the eighth and ninth child of twelve of Robbins .","In Coventry on 21 September 1933, David was born to Charles and Jessamine Robbins, the eighth and ninth children of the Robins family, along with his twin father Charles."
The regiment left Boston in October 1777 to join General George Washington 's Main Army outside Philadelphia .,"In October 1777, the regiment departed from Boston to be part of General George Washington's Main Army outside Philadelphia, having enlisted in 1776."
The compound was developed by Dr. Patrick Page and his team and was patented by Genkyotex in 2007 .,"In 2007, Genkyotex filed a patent for the compound that was created by Dr. Patrick Page and his team and later patented."
"The `` case '' was used for the last time in 1949 in East Germany , 1966 in West Germany .","In 1949 and 1966, East and West Germany respectively, saw the last use of the  case ''."
"Ringo Sheena is the leader of the Saito Neko Quartet , and is known for his many collaborations with musician Saito .","The Saito Neko Quartet, which is a renowned collaboration with the late Saiuni Ogbonna, is led by Ringo Sheena, who is also known for his many collaborations with Saito Noko."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Abu Halifa district of Al Ahmadi governorate in southern Kuwait .,"In southern Kuwait's southern district of the Abu Halifa district within the Al Ahmadi governorate, a small town with administrative offices of Abu Hulayfah, Abu Halayqa, and Abu Leifeifak, is known as Abu Fataj."
"His father was the illegitimate son of Anne Tothby , a Member of Parliament for Lincolnshire , and William Skipwith .","The illegitimate offspring of Anne Tothby, a Member of Parliament for Lincolnshire, and William Skipwith was the offshoot of his father, who was William Kipwith."
"Among them are Marie Teresa Rios , a composer of boleros , Julita Ross , an author , and Sylvia Rexach , a singer .","The list of the notables includes Marie Teresa Rios, a composer of boleros ; Julita Ross whose work is known as an author quotient; and Sylvia Rexach presenting the American Idolescent Recording Artists Commission."
"He was survived by his wife Carol Ober , daughter Viola and four grandchildren .","Surviving him were his wife Carol Ober, daughter Viola, and four grandchildren, in addition to his 86-year-old wife."
"He would return to the station to the west of Tecumseh that night , and then ride with another horse to Violet Springs before his neighbors could become suspicious .","He would return to the station that night, to west of Tecumseh, and then ride back with another horse to Violet Springs before his neighbors could become suspicious."
"The agency has its headquarters in Paris , France , and its overseas office - Operations - Office in Arlington , Virginia .","The agency is headquartered in Paris, France - while its overseas office is located in Arlington."
"In 1964 , the diocese was nominally restored as a titular citizen of the lowest ( episcopal ) rank .","In 1964, the diocese was officially re-instated as a titular citizen of the lowest ( episcopal ) rank, following the restoration of its original status."
"His subsequent work in agriculture was mainly in Lincolnshire , but he also suggested extensive embankments in Norfolk , which were successfully carried out .","While he primarily worked in Lincolnshire as a farmer, securing the construction of extensive embankments in Norfolk was his next move, which was ultimately successful."
When Jack Nitzsche first heard `` Stubborn Kind of Fellow '' he was so excited he lost control of his car while driving down Sunset Boulevard with Phil Spector .,"Jack Nitzsche, along with Phil Spector, was so elated when he first heard the stodgy ""Stubborn Kind of Fellow"" that a few weeks later, while cruising down Sunset Boulevard, pressed the courage to get out of his car."
The Communists firmly believed that the Central Intelligence Agency supported these protests discreetly financially and otherwise .,"The Central Intelligence Agency was deemed by the Communists to have provided covertly and cover-trottingly funding and other forms of support for the protests, according to their conviction."
"The species are members of different ecological groups , including xerophytic shrubs , lianas and trees , tropical plants , mycoheterotrophy , as well as various herbal representatives .","The species are categorized into different ecological groups, which include xerophytic shrubs, lianas and trees. Tropical plants ; mycoheterotrophy : various phylums that are classified as herbal representatives... e.g."
"The khan advanced out with an escort , Tsitsianov rode with two other men and was shot dead .","The khan went on a snout with an escort, but Tsitsianov was killed by gunfire while riding with two other men."
"Sculcoates has a library , a post office , a swimming bath called Beverley Road Baths , a high school and two primary schools .","Sculcoates' assets include a library, he has arranged for comleting telecommunications, the post office, Beverley Road Baths (a swimming bath), dinning room, school hall and two primary schools."
He was born in Melbourne and migrated to New Zealand with his family when he was 10 years old .,He was born in Melbourne but moved to New Zealand with his family at the age of 10 with the intention of continuing his journey.
"In the history of such devices , it preceded `` The Turk '' and succeeded `` Mephisto '' .","In the history of such devices, it came before  The Turk '' and after a successor - Mephisto."
"Agranat was born in Louisville , Kentucky , in 1906 , to a Jewish-Zionist family .","Agranat was born to a Jewish-Zionist family in Louisville, Kentucky in 1906 and is known by his birth name as Agraat."
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teenage years .","Massé, who was born in Westchester County, New York but grew up in Holland., Michigan and lived in Europe during her teenage years, is a French-American."
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"The Waalo kingdom was governed by the Mbooj family, with the Paternal dynasty being the governing factor, and there were three maternal dyads residing in the kingdom."
The BAC presents three yearly performances of the Minnesota Orchestra and has recently commissioned works by Diavolo and Merce Cunningham Dance Company .,The BAC puts on three Minnesota Orphew Auditories (BAC) per year and has recently commissioned works by Diavolo and Merce Cunningham Dance Company.
"Monroe Meadows , in Yosemite valley near Bridalveil Falls , is also named after George Monroe .","In the Yosemite valley, near Bridalveil Falls, Monroe Meadows, which is named for George Monroe, is located and is also named after him."
Andesite was the dominant lava type with some samples mafic enough to be classified as basaltic andesite .,"Andesite was the primary lava type, with some samples being mafic enough to be classified as basaltic anderite."
"In early 2016 , Senator Bob Hackett was appointed to the Senate of Ohio in order to succeed Senator Chris Widener , who resigned .","In early 2016, Senator Bob Hackett was appointed to the Senate of Ohio, succeeding the resignation of Senator Chris Widener, after he was replaced by Senator John Gillibrand, who resigned in early 2016."
"In practice are mesquite `` modules '' Java - classes , usually abstract subclasses of concrete class definitions .","Java - classes, which are mesquite  modules in practice, are usually abstract subclasses of concrete class definitions."
The Pope proposed a solution in 1980 that was rejected by Chile and approved by Argentina .,"In 1980, the Pope suggested a solution that was rejected by Chile and approved by Argentina."
"In the 1930s and 1940s , he was elected four times for Al Smith in 1928 for Franklin D. Roosevelt and for Harry S. Truman in 1948 .","He was a four-time recipient of the presidential nomination for Al Smith for Franklin D. Roosevelt and for Harry S. Truman in the 1930s and 1940s, respectively, after being elected four times for both in 1928 and 1948."
The music performed as Bob courts `` Blackadder '' is Vaughan Williams ' `` Fantasia on Greensleeves '' .,"The pieces were performed by Bob courts  Blackadder '' and Vaughan Williams  X Y, a virtuoso of Vance and Testo in the form of Fantasia on Greensleeves."
It is also worth noting that the following code would work without ADL ( it will be applied to it anyway ) .,"The code below will still be a problem if it weren't already set up, but it still requires ADL. Additionally, the code above will work without ADF (which it will be used for anyway)."
It then meets the Snoqualmie River to form the Snohomish River at Monroe .,"Its convergence with the Snoqualmie River results in the formation of the Monroe-Snohomish River, which is now known as the original Snohomie River."
"During his campaign , he debated McCain twice , once in Tucson and once in Flagstaff .","He engaged in debates with McCain twice, in Tucson and Flagstaff during his campaign."
"It was finished by his wife , Stella Gemmell , following his death on July 28 , 2006 and released under the joint authorship of David and Stella Gemmell .","After his death on July 28, 2006, Stella Gemmell, his wife, completed and published under the joint authorship of David and Stellastic Gempell released it."
"The Central Baptist Association is an association of churches from South Carolina to Indiana , with the most churches in eastern Tennessee and south-western Virginia .","The Central Baptist Association is a regional Baptist religious organization that assembles churches from South Carolina to Indiana, with the majority of its membership located in the Baptist strongholds of the association in both eastern Tennessee and south-western Virginia."
Karen Phillips began a relationship with Steve of Suranne Jones played .,A relationship between Karen Phillips and Steve of Suranne Jones was initiated after the former star started dating Steve.
vidas distintas is a Mexican telenovela from 1969 transmitted by Televisa and originally produced by Telesistema Mexicano .,"In the year 1969, Televisa teleradiated a Telenovela called vidas distinta, which was originally produced by Telesistema Mexicano. The film is titled Viva La Neva, Vida de Vacaciones Unversible, and was broadcasted in 1969."
"Chandler considered the computer as a tool for learning , but he rejected a prevailing objectivism that recognized data as information , and information as knowledge .","Although Chandler saw the computer as a means of acquiring knowledge, he opposed prevailing objectivism that regarded data as information and information as knowledge."
A phase transition from a ferromagnet to a paramagnet is second and is of continuous order .,A phase shift from a ferromagnet to e t magnitor is characterized by alternating magnes and paramagnet phases that are second-to-last and have varying order.
Albanian families left the village before the return of Serbian refugees in 1999 .,"In 1999, Serbian refugees came back to the village after the previous Albanian families had left."
"However , the original version was skipped in favor of the mild edition .",The milder edition was chosen over the original version that was not cited.
"In 1864 , the United Presbyterian Missionary Society of Scotland sent its agents to China .","In 1864, the United Presbyterian Missionary Society of Scotland dispatched its representatives to China as agents."
"After ten years stay in Paris , Houdon returned to Italy .","Houdon's ten-year stay in Paris was followed by a return to Italy, where he spent the rest of his time in Italy."
She was sunk by the Germans and scrapped by Allied bombers twice in 1943 -- 1944 and finally raised in 1946 -- 1947 .,She was sunk by the Germans and rebugged by Allied bombers twice in 1943 -- 1944 and again in 1946 -- 1947.
"In 1864 , the United Presbyterian Missionary Society of China sent its agents into Scotland .","In 1864, the United Presbyterian Missionary Society of China dispatched its representatives to Scotland and established an agentes' mission there."
"The film stars Lily Rabe , Timothée Chalamet , Lili Reinhart , Anthony Quintal , Oscar Nunez , and Rob Huebel .","Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nunez, and Rob Huebel are the actresses who appear in the film alongside Oscar, with Huella, La Forge, The Defenders, Lilachov, Quintale, Xuaz, Avatar, Sasha Yen, Chadwick, Samira, Shahida and Imelda in their roles."
"Dakota City is part of the metropolitan region Sioux City , IA -- NE -- SD .","Dakota City is a metropolitan region of Sioux City, IA -- NE -- SD."
"Grant Connell and Glenn Michibata won the title , defeating Wayne Ferreira and Jim Grabb 6 : 4 , 6 : 3 in the finals .","In the finals, Grant Connell and Glenn Michibata emerged as the champions after defeating Wayne Ferreira and Jim Grabb in a time-varying match, clocking 4: 4, 6 : 3 in the competition."
The parliamentary elections in Zagreb in 1927 were held on 4 September 7 days before the local elections .,"In 1927, Zagreb's parliamentary elections were held on 4 September, which was 7 days before the local elections, and the upcoming local re-elections were also held."
"Probuccinum tenerum is a species of sea snail , a true gastropod mollusk in the family Buccinidae , the marine whelks .","The sea snail, a true gastropod mollusk, is categorized as phylum tenerum and belongs to the Buccinidae family, specifically being skewed towards the female whelk."
The Valea lui Lambă River or Lom River is a tributary of the Șimon River in Romania .,"In Romania, the Lom River, also known as Valea lui Lambă, is a tributary of the imon River and is one of several rivers that flow into the Romanian Valas lui-Lămnă River."
"This genus is now classified in the family of lizards , known as Iguanidae , subfamily Polychrotinae , and is no longer classified in the current invalid family , polychrotidae .","The genus that is now part of the Iguanidae, a lizard family, is part now of broader endemic ranges called Ignids, subfamily Polychrotina, and is no longer considered part if the current family Polycrotidina."
"In 2012 , the city flipped and was won by incumbent Democrat Barack Obama , who took 51 % of the vote to Republican Mitt Romney of 48 % .","In 2012, the city was re-learned by incumbent Democrat Barack Obama, who received 51 % of the vote, while Republican Mitt Romney of Indiana received 48  percent, marking the first time a Republican had won the election."
"With her I have been able to fulfill some of my musical dreams with early styles and this new style is really big , fresh and naturally fluent .","Her work has allowed me to fulfill some of my musical aspirations with early styles and this new, bold and naturally sung style is a true testament to my creative potential."
"Grady Howard was elected first mayor on this date , and was officially named the interim mayor of Spring Lake on June 5 , 1951 .","On that date, Grady Howard was elected as the first mayor of Spring Lake and was later appointed as interim mayor on June 5, 1951."
Ballouhey exists mainly in Isère in Paris as well as in France and South Africa .,"Isère in Paris, along with other locations in France and South Africa, is where Ballouhey is primarily located, with its capital being Izère."
It will be high with a long wall and capacity .,"The height, with a long wall and tens of kilometres, will be high due to its capacity."
"Education in Alabama consists of secondary and primary schools in Alabama , including the University of Alabama , private colleges , and public and private schools .","The state of Alabama's education system comprises secondary and primary schools, such as the University of Alaska, public and private schools besides the traditional high schools and the Alabama Intermediate School."
"The series debuted on April 18th , 2009 in Australia on Nickelodeon ( New Zealand and New Zealand ) .","The series was first shown on Nickelodeon (New Zealand and New Zealand ) in Australia on April 18th, 2009."
"It was directed by George Fitzmaurice and is based on a 1917 play , `` Tiger Rose '' , by Willard Mack .","George Fitzmaurice directed the film, which is based on a 1917 play called "" Tiger Rose"" by Willard Mack and directed by George Fitzgerald."
"The version of Mahabharata written by the Odia - poet Sarala Dasa tells the legend of Navagunjara , no other has the story .","The Odia-based poet Sarala Dasa, who wrote the Mahabharata version, has the unique feature of retelling the legend of the Navagunjara and incorporating the tale of Ravathi in it, which is not replicated anywhere else in the world."
"Vempati Chinna Satyam ( October 15 , 1929 -- July 29 , 2012 ) was an Indian dancer and a guru of the Kuchipudi dance form .","Vempati Chinna Satyam, an Indian renowned for his Kuchipudi and guru forms, was born in 1929 and died on 27 September 2012."
Lee Hi is a South Korean singer under YG Entertainment .,"YG Entertainment has incinerated Lee Hi, a South Korean singer, as presently pursuing Xung Woon."
"Variants of this method produce good numerical approximations for the many exponents when critical terms are included , in both two and three dimensions .","When critical terms are added to two and three dimensions, variations of this method give good numerical approximations for the many exponents in this technique."
"The lid was only removed by privileged viewers , so these scenes might have been more intimate .","The lid was only lifted by select viewers, indicating that these scenes may have been more personal."
It serves Chandimandir Cantonment area of Panchkula city .,It is used to serve Chandimandir Cantonment area of Panchkula city.
"Slough High School was a girls selective grammar school in Slough , Buckinghamshire , now Berkshire .","Slough High School, a grammar school for girls, was situated in Sloough, Buckinghamshire, now Berkshire."
"Eugene D. Engley was born on 5 April 1851 in Attleborough , Massachusetts , as the son of James Henry Engley and his wife , former Mary Kaley .","Eugene D. Engley was born to James Henry Engle and his wife, former Mary Kaley, as the offspring of their son, EugenE, on 5 April 1851 in Attleborough, Massachusetts."
"Maritsa Lazari was born in Cyprus in October 1943 and emigrated with her family at the age of 16 to London , England .","Maritsa Lazari was born in Cyprus in October 1943 and moved with her family to London, England at the age of 16, having been born there in 1943."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi performing Rihanna 's `` Rude Boy '' .","MTV Hive provided a link for Streaming of Anni Rossi's performance of Rihanna'  Rude Boy '' on March 5, 2011 on their website."
"The Machpelah Cemetery , also spelled as '' Macpelah Cemetery `` or '' Macphelah Cemetery `` , is a graveyard in Hudson County , New Jersey .","In New Jersey's Hudson County, there is a cemetery called Machpelah Cemetery or Macpeloh Cider Cemetery, also known as Macphelah I or ""Macpelachachogue"" Cigar Co. Machtelahian Cemetery means ""crematorium"" in Welsh, and it is also referred to as ""macpelathian"" or cyphathian""."
The song was written and composed by Gala by Filippo Andrea Carmeni and Maurizio Molella produced .,"The composition and writing of the song were by Gala, with the direction and direction of Filippo Andrea Carmeni and the production of Maurizio Molella."
"According to Prior , Robert Goldsmith the grandfather of the poet , playwright and novelist Oliver Goldsmith was the first of the family to settle at Ballyoughter .","Prior stated that Robert Goldsmith, the grandfather of Oliver Goldschmid, was the first of the family to establish himself at Ballyoughter, where he spent time in rural Scotland."
Omitting the engines and their fuel would reduce complexity and increase payload .,"Removing the engines and their fuel would reduce complexity and increase payload, as removing the components and reducing complexity."
"According to Tobe and Gunnar Hansen , the reason why he wore a mask was that the mask really determined his personality .",Tobe and Gunnar Hansen have suggested that the reason he wore a mask was because it was essentially the defining characteristic of his personality.
"The private Claiborne Academy is located in Haynesville , near the Parish Claiborne .","In Haynesville, near the Parish Claiborne, is where the private Claimborne Academy is situated, and it is also located in the parish of Claribea."
"The NVIDIA TITAN V was officially announced by Nvidia on December 7 , 2017 .","Nvidia unveiled the NVIDIA TITAN V on December 7, 2017 when it was officially unpacked on November 2, 2017, alongside other high-end GPUs."
"He did medical training at the Middlesex Hospital in London , and qualified as a clinical doctor in 1943 .",He received his medical education at the Middlesex Hospital in London and was appointed as a clinical doctor in 1943.
He performed as a glassmaker and worked with many different bands on different musical instruments .,"He worked as a glassmaker and he played with varying bands and instruments, experimenting with various musical instruments."
Components of mechanical systems store elastic potential energy if they are deformed on the system when applied forces .,"Should a component of fabricated mechanical systems experience lateral deformation due to applied forces, it can store elastic potential energy, which can be used to drive re-generative energy systems."
"William Llewelyn Williams known as Llewelyn Williams ( 10 March 1867 -- 22 April 1922 ) , was a Welsh journalist , lawyer and radical Liberal Party politician .","William Llewelyn Williams, also known as LLEWELYN WILL, (born 10 March 1867 to 22 April 1922), was a radical Liberal Party politician, lawyer, and journalist from Wales."
"Blagoy Ivanov challenged Mehmen for the WSOF Heavyweight Championship at on October 17 , 2015 .","Blagoy Ivanov contested Mehmen for the WSOF Heavyweight Championship against Meida Benghazi on October 17, 2015, with Blagoni Ivanovic as the main contender."
"It was established by Richard Creed , built by George Edwards , designed by Collins and Geoffrey of Monmouth .","It was established by Richard Creed, constructed by George Edwards. Collins and Geoffrey of Monmouth designed it and it was redesigned by Edwardson."
"Sacramento is located in ( 38.651254 , -121.259279 ) , between Fair Oaks and Folsom .","Between Fair Oaks and Folsom, between the neighborhoods of Fair and Sacramento, is where Sacramento is located (38.651254, -121.259279 )."
"The `` Astrud '' track on Gilberto 's 1987 album , `` Time and Tide '' , is a tribute to Basia Trzetrzelewska .","Basia Trzetrzelewska is the inspiration behind the 1987 atypical "" Astrud"" track on Gilberto's album,  Time and Tide '' and the lyrical ""Astrub"" anthem from 87."
"Clark had a son , Rishi , born on April 3 , 2007 . A Socks and Sandals EP on Microcosm Music was named for him , Rishi Saturn .","Rishi Saturn, who was Clark's son, was born on April 3, 2007 after being born. Risky was later born, and the following year, Clark gave him the moniker Rishu Saturn on Microcosm Music'a Socks and Sandals EP."
"Melodie Crittenden left the group in 2004 to pursue a solo career , and for most of 2005 Nicol sang with the group .","In 2004, Melodie Crittenden left the group to pursue a solo career, and in 2005 Nicol sang with the same group for most of 2005."
"In semi-professional football , Scottish teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","Most Scottish semi-professional teams below the Scottish Championship are semi professional, and they typically compete at all levels below Scotland's Premiership, with the majority of teams above Scotland below Scottish Premierhip being involved in semi pro football."
Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor .,Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor.
"In malignant hypertension , these hyperplastic changes are often accompanied by arterial necrosis of the fibrinoid intima and media .","Malignant hypertension often results in hyperplastic changes that include arterial necrosis of the fibrinoid intima and media, which are accompanied by hypertensive hypertrophy."
The team toured in Australia in 1953 and Asia in August 1959 .,The group underwent a tour in Australia in 1953 and Asia in August 1959.
"This film is about Rafael , a Malayalam singer in the new film industry .","This film is about Rafael, a Malayalam singer who is based in the new film industry."
"In 1864 , the United Presbyterian Missionary Society of China sent its representatives to Scotland .","In 1864, the United Presbyterian Missionary Society of China dispatched its emissaries to Scotland as representatives."
The initial vector space formula _ 13 is called `` initial object '' or `` topological structure '' with respect to the given data .,The formula _ 13 for the initial vector space identifies either the underlying object or its topological structure with respect to the data.
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"The Waalo kingdom was governed by the Mbooj family, with the Paternal dynasty being the governing factor, and there were three maternal dyads residing in the kingdom."
"The film plays Jembie Almazan as Alex , Bernardo Garnica Cruz as David and Jonathan Diaz Angulo as Maria .","Jembie Almazan stars as Alex, while Bernardo Garnica Cruz portrays David and Jonathan Diaz Angulo portrayes Maria in the movie."
"While the exclusion of black players was not a written rule , since 1933 no Afro-American had played in the National Football League .","Since 1933, the National Football League had no Afro-American players, and although the exclusion of black players was not a written rule, no one was able to play in the league."
Dale has been married to Patricia Meyer since 1984 and together they have two sons : Ryan ( born 1988 ) and Blake ( born 1992 ) .,"Dale and Patricia Meyer have been wed for over a decade and have two sons, Ryan (born in 1988) and Blake (baptized in 1992)."
"When Platzer opened his second restaurant in Allentown in 1993 , he changed the name to P. J. Whelihan 's to honor his grandfather , Peter Joseph Whelihan .","In 1993, Platzer opened his second restaurant in Allentown and named it P. J. Whelihan's to pay homage to his late grandfather, Peter Joseph W Helihan."
"During the mission , 65 soldiers were killed : 34 Nigerians , 28 Chadians , 2 Togolese and 1 Burkinabé .","The mission's 65-person fatalities included 34 Nigerians, 28 Chadians, 2 Togolese, and 1 Burkinabé."
In December 1969 became the 49th Army - Division 29th Army - Division .,"In December 1969, the 49th Army - Division was renamed the 29th and became the Division of the Army Corps of Engineers."
Scapes are mostly absent or very short .,Scapes are mostly infrequent or very short.
"She was observed as '' has very great potential and a great talent , and will grow in the future to a unique musical personality .","She was characterized as possessing great potential and talent, and was expected to develop into a distinctive musical personality in the future."
"In January 2013 , it was announced that Warren Spector Disney Interactive had left after the closure of the Junction Point Studios .",Warren Spector Disney Interactive departed from Disney in January 2013 following the closure of Junction Point Studios.
"Air transportation is provided locally by smaller aircraft in New Bedford , Berkley , and the regional airport in East Taunton .","Smaller planes in New Bedford, Berkley ', and the regional airport in East Taunton primarily provide local air transport in addition to local plane services."
"When we use an alternating turing machine , we have the ATIME resource .",ATIME resource is a crucial aspect of an alternating turing machine used in animal physiology.
He finished two blows behind Bubba Watson and Louis Oosthuizen and lamented his putting - performance as the reason he did not win the tournament .,He was disappointed with his putting after finishing two strokes behind Bubba Watson and Louis Oosthuizen and attributed his poor performance to his performance.
"Previous host cities of the Sirius Decisions Summit include Orlando ( 2014 ) , Scottsdale ( 2013 ) and San Diego ( 2012 ) .","The Sirius Decisions Summit has previously been held in Orlando (2014 ), Scottsdale (2013 ), and San Diego (2012)."
"The lighting in the Louvre - painting is warmer and appears softer , but this can be the result of the sound of the varnish on the surface .","In the Louvre, the lighting is more slender and the surface is less textured, but this is likely due to the warmth of the varnish on the wall."
"Molmys River is a river in Perm Krai , Russia , a left tributary of the Yazva River .","Perm Krai in Russia is where the Molmys River, a left tributary of the Yazva River is located, is primarily used as fervent water."
"On August 1 , 1699 , William Blackett handed over his copyhold lands in Chirton to Sir Archibald Campbell , who sold the Bickerstaffe , 1st Duke of Argyll Hall .","William Blackett transferred his copyhold lands in Chirton to Sir Archibald Campbell on August 1, 1699, who sold the Bickerstaffe, 1st Duke of Argyll Hall."
"Big Band Specials is a 1962 album by Bob Cooper , with tracks arranged by Bill Holman , Shorty Rogers and husband June Christy .","In 1962, Bob Cooper released an album titled Big Band Specials, which had tracks planned by Bill Holman, Shorty Rogers and husband June Christy, and was arranged by Bob Holmen - the lead singer formerly known as Bob Dylan whose first album was covered by the Bobs."
"In addition to various metal plates , concrete and sandbags were used for improvised tanks in some cases .","Concrete and sandbags were sometimes used as improvised tanks, as well as various metal plates, in addition to a variety of fabricated tanks made of cast iron."
"Barbara Boothe Ellison was born in Santa Clara County , California , the daughter of billionaire Oracle Corporation chairman Larry Ellison and his ex-wife , Megan Ellison .","Barbara Boothe Ellison, the daughter of Larry Ellisson, a well-known Oracle Corporation chairman, and his ex-wife Megan Ellisont, was born in Santa Clara County, California."
"Guillermo Coria defeated Alberto Martín 6 -- 3 , 3 -- 6 , 6 -- 2","Guillermo Coria emerged victorious over Alberto Martn with a score of 6 -- 3, 3 -- 6. 6 "" 2""; Albert O. Martio was defeated 6 to 6 with 6 minutes remaining."
The Red Bulls lost but made the 1st round of the playoffs .,"The Red Bulls were unable to secure a win, but they did manage to advance to the first round of the playoffs."
12 January 1978 : Cambridge United manager Ron Atkinson is appointed as manager of West Bromwich Albion .,"On January 12, 1978, Ron Atkinson, who had previously managed Cambridge United, is appointed as the new manager of West Bromwich Albion."
"In 1979 he had his best year on tour , making a quarter-finals in Atlanta , Johannesburg and Tel Aviv .","In 1979, he reached the quarter-finals in Atlanta, Johannesburg, and Tel Aviv, which was his best year on tour, making it to the finals."
The next version was created by Robert Fuller 's brother Ron in 1986 .,"In 1986, Ron, the brother of Robert Fuller, created the next version, which was produced by him in 1986."
The temple serves as a cultural and religious centre for Korean Hindus and immigrants from the South Asian countries .,"Korean Hindus and South Asian immigrants use the temple as a cultural and religious hub, which also welcomes foreigners and Korean natives."
