Sentence,Informal_10
Fishman holds a bachelor 's degree from Columbia University and a master 's degree in economics from Brown University .,Fishman earned a bachelor's degree from Columbia University and pursuing specialized degrees in economics from Brown University.
"Following her success , Jane Campion hired Jones for a television miniseries that turned into the film Angel at my Table , an adaptation of Janet Frame 's autobiography .","Jones played a key role in producer Jane Campion's miniseries for television, which was adapted into the movie Angel at my Table, based on Janet Frame' autobiography."
"Stipsits was born in Vienna , and spent his childhood in Stammersdorf , Korneuburg .","Stipsits hails from Vienna, where he was born, and raised in Stammersdorf, Korneuburg."
Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,Party partyo Navarro in northeast Buenos Aires Province Argentina.
"Upstream is the decommissioned Michigan Central Railway Bridge , which with its predecessor , the Niagara Cantilever Bridge , competed with the Rapids Bridge whirlpool for rail transport .","Upstream of Niagara Falls, Canada, trains compete for rail transport between the Michigan Central Railway Bridge and the Rapids Bridge whirlpool, as the latter was replaced by the Niagara Cantilever Bridge in 1869, and now the decommissioned Michigan central railway bridge, along with its predecessor, the former Niagara."
"The song was written and produced by the gala , which was composed by Filippo Andrea Carmeni and Maurizio Molella .",Songwriting and producing a song based on the gala - composed by Filippo Andrea Carmeni and Maurizio Molella – was the task assigned to the song by the group from the evening.
"Retzius was born in Stockholm , son of the anatomist Anders Jahan Retzius ( and grandson of the naturalist and chemist Anders Retzius ) .","Stockholm native. Son of Danish anatomist Anders Jahan Retzius (and grandson of Norwegian naturalist and chemist), Ander Retsch."
"At the 2011 census , 78.8 % of inhabitants were Romanians , 17 % Roma , 2.7 % Hungarians and 1.4 % Germans .","Romanians accounted for 78.8 % of the population at the 2011 census, while Roma, Hungarians, and Germans made up 17%, 13%, 17, and 1,1% respectively."
"The museum is centrally located in Jiangbeizui CBD , near the confluence of the Jialing River and the Yangtze River .","JINGLE RUGS MUSIC: The museum is situated in the heart of Jiangbeizui CBD, near the Jialing River and Yangtze River's confluence."
"Robbins was born in Coventry on 21 September 1933 , with his twin David , the eighth and ninth children of twelve by Charles and Jessamine Robbins .","Robbins was born on 21 September 1933 in Coventry to Charles and Jessamine Robins and his twin David, who were the eighth and ninth children of a dozen."
The battalion is maintained by the Queen 's York Rangers ( 1st American Regiment ) ( RCAC ) .,"Queen's York Rangers ( 1st American Regiment ) ( RCAC ), the battalion is under the leadership of the Queen''."
Katz was born in 1947 in Sweden and moved to New York at the age of one .,Katz hails from Sweden (1947) and relocated to New York when he was one year old.
The image on the page is a two-dimensional image as opposed to pre-rendered 3D .,One user reported a page image showing 'a pre-rendered 3D' image.
"`` Stopped '' light , in the context of an EIT medium , refers to the `` quantum '' transfer of photons to the coherent system and back again .",Light interacting with a photon molecule in an EIT medium demonstrates the transfer of photonic energy to the coherent system and back again.
The previous average is more important for high values of formula _ 2 .,High formula _2 values rely heavily on previous average.
"Among the prominent women of Suriname are Jennifer Simons , Marijke Djwalapersad , Elisabeth Samson , Cynthia McLeod , and Ruth Wijdenbosch .","Jennifer Simons, Marijke Djwalapersad - Queen of the Dutch Dance 'Elisabeth Samson Presented by Her Majesty' Benny Raab et al. are some of The Queen's favorite women in Suriname, including Cynthia McLeod and Ruth Wijdenbosch."
"In 1924 he was an invited spokesman for the ICM in Toronto , in Oslo in 1932 and in 1936 in Zurich .","Invited spokesman for the ICM in Toronto (1924), Oslo (1932), and Zurich (1936) were all years in his job."
"The BBC World Service also broadcast a version called `` Animal , Vegetable and Mineral '' , chaired by Michael Flanders with a panel including Terry Wogan .","Animal, Vegetable and Mineral  broadcasted by the BBC World Service aired live under the chair of Michael Flanders and Terry Wogan."
"Thompson 's younger brother , Julia , was born in 1863 in Charles Martin Hall , Geauga County , Ohio .","Thompson's youngest brother Julia "") was born Julia in 1863 in Charles Martin Hall, Geauga County, Ohio. Thompson was a resident of Charles Hall from 1806 to 1864."
The Horezu River is a tributary of the Ponoru River in Romania .,"Romania possesses a river called Horezu, which is surrounded by the Ponoru River."
"In 2002 , the song was published by the British producer Vincent Stormfield and covered by Independiente as '' Sweet Harmony 02 `` .","Vincent Stormfield released Sweet Harmony 02, a song that was covered by Independiente. It was released in 2002."
"David was born on 21 September 1933 in Coventry with his twin father Charles and Jessamine Robbins , the eighth and ninth child of twelve of Robbins .","David KGatherine Robbins on 21 September 1933 in Coventry with his twin father Charles and Jessamine Robbys, the eighth and ninth child of twelve of Robbines. David was born on the same day on 22 September 1930 to Charles, Jespers, Charles' brother Charles a week earlier."
The regiment left Boston in October 1777 to join General George Washington 's Main Army outside Philadelphia .,"Boston lost ten members in October 1777, when the regiment departed to join General George Washington's Main Army outside Philadelphia."
The compound was developed by Dr. Patrick Page and his team and was patented by Genkyotex in 2007 .,"Dr. Patrick Page produced a compound titled ""Cliochem Chemestex TM (2017)"" that was patented by Genkyotex in 2007, allowing them to patent it."
"The `` case '' was used for the last time in 1949 in East Germany , 1966 in West Germany .","East Germany used the  case '' for the final time in 1949, while West Germany did the same in 1966."
"Ringo Sheena is the leader of the Saito Neko Quartet , and is known for his many collaborations with musician Saito .",Ringo Sheena leads the Saito Neko Quartet and is recognized for his collaborations with musician Saitio.
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Abu Halifa district of Al Ahmadi governorate in southern Kuwait .,"Abu Halifa (""Bull"" or Abu Hulayfah""), Abu Dhabi (known locally as Abu Bakr) or ""Bu Haru"" (localized as ""Bullade"") in the southern region of Al Ahmadi governorate in Kuwait, is a small town situated in southern Kuwait in southwestern Arabian Peninsula."
"His father was the illegitimate son of Anne Tothby , a Member of Parliament for Lincolnshire , and William Skipwith .","Anne Tothby, a Member of Parliament representing Lincolnshire, married William Skipwith, and she gave birth to an illegitimate son named William."
"Among them are Marie Teresa Rios , a composer of boleros , Julita Ross , an author , and Sylvia Rexach , a singer .","Marie Teresa Rios, composer of boleros ; Julita Ross auteur, singer : Sylvia Rexach."
"He was survived by his wife Carol Ober , daughter Viola and four grandchildren .","Carol Ober, Carol's daughter Viola, and four grandchildren are his loved ones, who survived him."
"He would return to the station to the west of Tecumseh that night , and then ride with another horse to Violet Springs before his neighbors could become suspicious .","Leaving westbound on Friday night, he would ride back to the station west of Tecumseh that night, riding another horse back home to Violet Springs, before his neighbors could smell the blood of the Prophet before anyone could doubt him."
"The agency has its headquarters in Paris , France , and its overseas office - Operations - Office in Arlington , Virginia .","Headquarters is located in Paris, France - based in the agency's country office, while the overseas office is positioned in Arlington – Operations 'Office' in Virginia."
"In 1964 , the diocese was nominally restored as a titular citizen of the lowest ( episcopal ) rank .",Proactive restoration of Canonica diocese as a titular citizen of the lowest rank ( episcopal ) occurred in 1964.
"His subsequent work in agriculture was mainly in Lincolnshire , but he also suggested extensive embankments in Norfolk , which were successfully carried out .","Lincolnshire played a major role in his agricultural work, but he also proposed constructing embankments in Norfolk, which were successfully implemented."
When Jack Nitzsche first heard `` Stubborn Kind of Fellow '' he was so excited he lost control of his car while driving down Sunset Boulevard with Phil Spector .,"Jack Nitzsche drove down Sunset Boulevard with Phil Spector and was so excited that he lost control of his car after hearing "" Stubborn Kind of Fellow '' and felt embarrassed to say no"" when the song was playing."
The Communists firmly believed that the Central Intelligence Agency supported these protests discreetly financially and otherwise .,"Communist leaders confidently defended the protests, claiming that the Central Intelligence Agency had orchestrated them under the guise of money and other means."
"The species are members of different ecological groups , including xerophytic shrubs , lianas and trees , tropical plants , mycoheterotrophy , as well as various herbal representatives .","Diverse plant species exist within a range of ecological groups, including xerophytic shrubs, lianas and trees. Tropical plants ; mycoheterotrophy : various members of the various groups of species whose groups are primarily or entirely herbal representatives."
"The khan advanced out with an escort , Tsitsianov rode with two other men and was shot dead .","Khan climbed up with someone escorted by khan, Tsitsianov along with two other men in a ride. c gunned down."
"Sculcoates has a library , a post office , a swimming bath called Beverley Road Baths , a high school and two primary schools .","Sculcoates owns a library, 69 chair chairs, one post office, two primary schools, and he also has onsite facilities such as Libbury Library, Beverley Road Baths, which is staffed by ten pupils, along with boarding schools."
He was born in Melbourne and migrated to New Zealand with his family when he was 10 years old .,"Born in Melbourne, he moved to New Zealand with his family at 10 years old."
"In the history of such devices , it preceded `` The Turk '' and succeeded `` Mephisto '' .","During the history of devices, it was ahead of  The Turk '' and after a reversal of the same direction - Mephisto."
"Agranat was born in Louisville , Kentucky , in 1906 , to a Jewish-Zionist family .","Born in 1906, Agranat was born into a Jewish-Zionist family in Louisville, Kentucky."
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teenage years .","Born in Westchester County, New York. Massé grew up in Holland - Michigan ; she lived in Europe as a teenager."""
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"Three mothers dynasties reigned over the Waalo kingdom, with the Mbooj family as its paternal ancestors."
The BAC presents three yearly performances of the Minnesota Orchestra and has recently commissioned works by Diavolo and Merce Cunningham Dance Company .,"Orchestral works by Diavolo and pieces by Merce Cunningham Dance Company have been commissioned by The BAC for their annual performances of the Minnesota Orchestra, which take place three times annually."
"Monroe Meadows , in Yosemite valley near Bridalveil Falls , is also named after George Monroe .",Monroe Meadows named after George Monroe is located in Yosemite valley near Bridalveil Falls.
Andesite was the dominant lava type with some samples mafic enough to be classified as basaltic andesite .,"Almost everyone ate lava, and andesite was the most prevalent type, with some specimens being extremely fine and classified as basaltic."
"In early 2016 , Senator Bob Hackett was appointed to the Senate of Ohio in order to succeed Senator Chris Widener , who resigned .","Senator Bob Hackett was elected in early 2016 to fill the vacancy in Ohio's Senate by replacing Senator Chris Widener, who resigned early in the year."
"In practice are mesquite `` modules '' Java - classes , usually abstract subclasses of concrete class definitions .","Typical mesquite subclasses of Java classes, which are modules, are often abstract subcategories of concrete class definitions."
The Pope proposed a solution in 1980 that was rejected by Chile and approved by Argentina .,"Pope Francis advocated for a solution in 1980, which was rejected by Chile but approved by Argentina."
"In the 1930s and 1940s , he was elected four times for Al Smith in 1928 for Franklin D. Roosevelt and for Harry S. Truman in 1948 .","Four times (1930-1930) he was elected for Al Smith in 1928 for Franklin D. Roosevelt and for Harry S. Truman in 1948, while spanning the 1930s and 1940s."
The music performed as Bob courts `` Blackadder '' is Vaughan Williams ' `` Fantasia on Greensleeves '' .,Bob courts  Blackadder '' singing Vaughan Williams?! Fantasia on Greensleeves.
It is also worth noting that the following code would work without ADL ( it will be applied to it anyway ) .,"One fortunately follows me in this thread: ""ADL is a part of the code, so you'll always be able to use this coding."
It then meets the Snoqualmie River to form the Snohomish River at Monroe .,"Monroe serves as home to the Snohomish River, a riverine body formed by the confluence of Snoqualmie and Monroe counties."
"During his campaign , he debated McCain twice , once in Tucson and once in Flagstaff .","McCain faced off in debates twice during his campaign, with him hosting debate nights in Tucson and Flagstaff."
"It was finished by his wife , Stella Gemmell , following his death on July 28 , 2006 and released under the joint authorship of David and Stella Gemmell .","David reunited with wife Stella Gemmell after his death on July 28, 2006, and after her husband's death, he finished writing it, which was released under the joint authorship of David and Stellastic Gempell."
"The Central Baptist Association is an association of churches from South Carolina to Indiana , with the most churches in eastern Tennessee and south-western Virginia .","Churches residing in all areas of the United States, including South Carolina to Indiana, are members of The Central Baptist Association, a national organization of churches in the heart of Tennessee's eastern region and the nation'' in south-western Virginia."
Karen Phillips began a relationship with Steve of Suranne Jones played .,"Karen Phillips engaged Steve of Suranne Jones played, leading her to start dating Steve."
vidas distintas is a Mexican telenovela from 1969 transmitted by Televisa and originally produced by Telesistema Mexicano .,"Televisa broadcasted a 1969 Mexican TV Telenovela called vidas distinta, which was originally created by Telesistema Mexicano."
"Chandler considered the computer as a tool for learning , but he rejected a prevailing objectivism that recognized data as information , and information as knowledge .","Chandler defended computer education, arguing against a popular objectivism that viewed data as information and information as knowledge."
A phase transition from a ferromagnet to a paramagnet is second and is of continuous order .,"During a straight sweep phase alternating from ferromagnet to paramagnet, astronomers witness 'a second, uninterrupted phase transition'."
Albanian families left the village before the return of Serbian refugees in 1999 .,"Albanian families left the village before Serbian refugees returned in 1999, marking the first time since 2000 when 10,000 Albaniand families arrived in the villagers' homes."
"However , the original version was skipped in favor of the mild edition .","One surviving copy - the lighter original edition pictured 'on fireside'  -- was successfully saved by a committee that voted ""mild"" instead of removing it."
"In 1864 , the United Presbyterian Missionary Society of Scotland sent its agents to China .",China received representation from representatives of the United Presbyterian Missionary Society of Scotland in its trip to the country in 1864.
"After ten years stay in Paris , Houdon returned to Italy .","Houdon returned home after ten years spent living in Paris, returning to Italy."
She was sunk by the Germans and scrapped by Allied bombers twice in 1943 -- 1944 and finally raised in 1946 -- 1947 .,"Bomber attacks in Germany completely destroyed her, she was sunk by the Germans, and then fought back by Allied bombers in 1943 -- 1944, before being raised again in 1946 and 1947."
"In 1864 , the United Presbyterian Missionary Society of China sent its agents into Scotland .","Scotland welcomed United Presbyterian Missionary Society agents from China in 1864, who dispatched them to Scotland."
"The film stars Lily Rabe , Timothée Chalamet , Lili Reinhart , Anthony Quintal , Oscar Nunez , and Rob Huebel .","Lily Rabe plays alongside Timothée Chalamet starring Liam Raber a.k.a. Timoniere Chalakamet, Lili Reinhart, Anthony Quintal, Oscar Nunez, and Rob Huebel, the film's cast lists and appears in theaters worldwide."
"Dakota City is part of the metropolitan region Sioux City , IA -- NE -- SD .","Dakota City is a metropolitan area located in Sioux City, IA -- NE -- SD."
"Grant Connell and Glenn Michibata won the title , defeating Wayne Ferreira and Jim Grabb 6 : 4 , 6 : 3 in the finals .","Wayne Ferreira and Jim Grabb lost to Grant Connell and Glenn Michibata in the finals, winning the title with a time of 6:4, 6 : 3."
The parliamentary elections in Zagreb in 1927 were held on 4 September 7 days before the local elections .,"1927 saw parliamentary elections held in Zagreb on 4 September, 7 days before the local elections, which were preceded by the upcoming municipal municipal elections."
"Probuccinum tenerum is a species of sea snail , a true gastropod mollusk in the family Buccinidae , the marine whelks .","Marine whelks belong to Buccinidae family, family Buccinodaboe, which includes sea snails, sea insects, and a gastropod-like mollusk called the Buccinados."
The Valea lui Lambă River or Lom River is a tributary of the Șimon River in Romania .,"Romania boasts a river named Lom River, also known as the Valea lui Lambă River in Romania, which is derived from the imon River."
"This genus is now classified in the family of lizards , known as Iguanidae , subfamily Polychrotinae , and is no longer classified in the current invalid family , polychrotidae .","Subs lions now belong to the entire genus Iguanidae, a family of lizards known as the Igandafa, subfamily Polychrotina."
"In 2012 , the city flipped and was won by incumbent Democrat Barack Obama , who took 51 % of the vote to Republican Mitt Romney of 48 % .","Barack Obama flipped the city in 2012, winning 51 % of the vote, while Republican Mitt Romney received 48  percent and was the Republican candidate with the highest percentage of support."
"With her I have been able to fulfill some of my musical dreams with early styles and this new style is really big , fresh and naturally fluent .","Music has awakened some of my musical inclinations by playing her songs in the early styles and this new, bold and naturally melodious style is incredibly large and natural."
"Grady Howard was elected first mayor on this date , and was officially named the interim mayor of Spring Lake on June 5 , 1951 .","Grady Howard made history today by winning the election of GradY Howard, the first mayor, and was officially named the interim mayor of Spring Lake on June 5, 1951."
Ballouhey exists mainly in Isère in Paris as well as in France and South Africa .,"Ballouhey operates mainly in Paris, Isère, France and South Africa."
It will be high with a long wall and capacity .,Highness attainable through a wall that extends to ten feet and has room for both height and capacity.
"Education in Alabama consists of secondary and primary schools in Alabama , including the University of Alabama , private colleges , and public and private schools .","Alabama secondary and primary school systems encompassing public and private schools, the University of Alabama, and the Walker School District comprise the Alabama School System."
"The series debuted on April 18th , 2009 in Australia on Nickelodeon ( New Zealand and New Zealand ) .","Nickelodeon (New Zealand and New Zealand ) premiered the series in Australia on April 18th, 2009."
"It was directed by George Fitzmaurice and is based on a 1917 play , `` Tiger Rose '' , by Willard Mack .","Regimental director George Fitzmaurice directed a film based on  Tiger Rose '', starring Willard Mack, which was adapted from Lucerne on Yellowgibbonbon and scored by the same playwright in 1917."
"The version of Mahabharata written by the Odia - poet Sarala Dasa tells the legend of Navagunjara , no other has the story .","Sarala Dasa based her poem Mahabharata on Odia's account of the legend of Navagunjara, which is unique in that it narrates the story of this legendary king."
"Vempati Chinna Satyam ( October 15 , 1929 -- July 29 , 2012 ) was an Indian dancer and a guru of the Kuchipudi dance form .","Hindu dancer and guru of Kuchipudi (Chinta chawda), Vempati Chinna Satyam, is an Indian classical dance form known as Vedanta."
Lee Hi is a South Korean singer under YG Entertainment .,"Lee Hi sings for YG Entertainment, a South Korean company."
"Variants of this method produce good numerical approximations for the many exponents when critical terms are included , in both two and three dimensions .",Liberal based diversions of this technique generate sound numerical approximations for numerous exponents when significant terms are added in two and three dimensions.
"The lid was only removed by privileged viewers , so these scenes might have been more intimate .","VIP viewers were the only ones who lifted the lid, indicating that these scenes could have been more personal."
It serves Chandimandir Cantonment area of Panchkula city .,Chandimandir Cantonment area of Panchkula city is served by it.
"Slough High School was a girls selective grammar school in Slough , Buckinghamshire , now Berkshire .","Buckinghamshire - now Berkshire -- as Slough High School, a girls selective grammar school in Sloough."
"Eugene D. Engley was born on 5 April 1851 in Attleborough , Massachusetts , as the son of James Henry Engley and his wife , former Mary Kaley .","Eugene D. Engley hailing from Attleborough, Massachusetts was born on 5 April 1851 in Addington, New Hampshire, the son of James Henry Engle and his wife – former Mary Kaley."
"Maritsa Lazari was born in Cyprus in October 1943 and emigrated with her family at the age of 16 to London , England .","Maritsa Lazari hailing from Cyprus was born in October 1943 and moved with her family to London, England at the age of 16, having been born on the island in 1943."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi performing Rihanna 's `` Rude Boy '' .","Anni Rossi performing Rihanna's  Rude Boy '' with Anne Rossis aired on MTV Hive on March 5, 2011 - watch a streaming link for on the MTN website."
"The Machpelah Cemetery , also spelled as '' Macpelah Cemetery `` or '' Macphelah Cemetery `` , is a graveyard in Hudson County , New Jersey .","Macpelah Cemetery - Macphelah Ciders (Macpeltaj Cemetery in NJ) – is a cemetery located in Hudson County, New Jersey."
The song was written and composed by Gala by Filippo Andrea Carmeni and Maurizio Molella produced .,"Songwriting and composition by Gala, the song was produced by Filippo Andrea Carmeni and Maurizio Molella."
"According to Prior , Robert Goldsmith the grandfather of the poet , playwright and novelist Oliver Goldsmith was the first of the family to settle at Ballyoughter .","Ballyoughter resident Robert Goldsmith, the grandfather of Oliver Goldschmid, was the first member of Prior's family to settle here, according to Prior."
Omitting the engines and their fuel would reduce complexity and increase payload .,Eliminating all engines and fuel would decrease complexity and boost payload.
"According to Tobe and Gunnar Hansen , the reason why he wore a mask was that the mask really determined his personality .","Using audio books based on interviews with Richard Saltz, director of the Swedish Film School's Tobe and Gunnar Hansen project, the author explains that the reason he wore a mask was because it shaped his character."
"The private Claiborne Academy is located in Haynesville , near the Parish Claiborne .","Claiborne Academy runs a private school and is situated in Haynesville, near the Parish Claitborne."
"The NVIDIA TITAN V was officially announced by Nvidia on December 7 , 2017 .","Nidia announced officially on December 7, 2017 that the NVIDIA TITAN V would be available on the platform, announcing it as Nvidia endorsed version 6.0 on November 20th."
"He did medical training at the Middlesex Hospital in London , and qualified as a clinical doctor in 1943 .","Medical school at London's Middlesex Hospital trained him as a clinical doctor, and he officially retired in 1943."
He performed as a glassmaker and worked with many different bands on different musical instruments .,"Glassmaking - a profession based entirely in glassmaking, he worked with bands and played musical instruments with varying degrees."
Components of mechanical systems store elastic potential energy if they are deformed on the system when applied forces .,"Elastic potential energy can be stored in mechanical systems if it is affected by applied forces, resulting in component distortion."
"William Llewelyn Williams known as Llewelyn Williams ( 10 March 1867 -- 22 April 1922 ) , was a Welsh journalist , lawyer and radical Liberal Party politician .","Welsh journalist songwriter and lawyer, known as Llewelyn Williams (born 10 March 1867 to 22 April 1922), was a radical Liberal Party politician, lawyer and journalist, born in Wales on 10 April 1868."
"Blagoy Ivanov challenged Mehmen for the WSOF Heavyweight Championship at on October 17 , 2015 .","Mehmen battled Megmen for the WSOF Heavyweight Championship against Blagoy Ivanov on October 17, 2015 at the O2 Arena."
"It was established by Richard Creed , built by George Edwards , designed by Collins and Geoffrey of Monmouth .","Richard Creed designed it onsite, construction was done by George Edwards and design was created by Collins and Geoffrey of Monmouth."
"Sacramento is located in ( 38.651254 , -121.259279 ) , between Fair Oaks and Folsom .","Sacramento can be found exactly where you're at (38.651254, -121.259279 ) - between Fair Oaks and Folsom."
"The `` Astrud '' track on Gilberto 's 1987 album , `` Time and Tide '' , is a tribute to Basia Trzetrzelewska .","Gilberto performs a song called  Time and Tide '' on Gilberta's 1987 album, accompanied by the lyrical verse ""Astrud - Astrudin / Astra"" (""Asteroids"") that honors Basia Trzetrzelewska."
"Clark had a son , Rishi , born on April 3 , 2007 . A Socks and Sandals EP on Microcosm Music was named for him , Rishi Saturn .","Clark fathered Clark's son Rishi, who was born on April 3, 2007. Clark sang the lead song Rizi Saturn for A Socks and Sandals EP on Microcosm Music."
"Melodie Crittenden left the group in 2004 to pursue a solo career , and for most of 2005 Nicol sang with the group .","Singer Melodie Crittenden departed from the group in 2004 to pursue a solo career, and in 2005 Nicol sang with the same group for most of the year."
"In semi-professional football , Scottish teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","Semi-professional football is played by Scottish teams at all levels below the Scottish Premiership, with most teams below this level playing in semi-pro football."
Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor .,G. A. Chamblin of Mobile hired G. M. Diboll and Owen of New Orleans to design a new hotel interior in the French Quarter and Gilles Amadeus to construct it.
"In malignant hypertension , these hyperplastic changes are often accompanied by arterial necrosis of the fibrinoid intima and media .","Hyperplastic changes involving arterial necrosis of the fibrinoid intima and media are common in malignant hypertension, along with hyperplastic hypertensive changes of these structures."
The team toured in Australia in 1953 and Asia in August 1959 .,Touring Australia in 1953 and Asia in August 1959 were the team's solo performances.
"This film is about Rafael , a Malayalam singer in the new film industry .","Rafael starring in this film is Malayalam singer, who is a part of the new film industry."
"In 1864 , the United Presbyterian Missionary Society of China sent its representatives to Scotland .",United Presbyterian Missionary Society of China sent delegates to Scotland in 1864.
The initial vector space formula _ 13 is called `` initial object '' or `` topological structure '' with respect to the given data .,0 representing  base class '' or % in -1 / -2 - 1/13 _ 1 -> -4 /4 = -5 (4) is the value of the formula cialcial sf => -8 whose data is given by the first vector space formula = 13 and which is called -7. The formula is either a +1/0 topological structure corresponding to the given data and (6) identifies
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"Three mothers dynasties reigned over the Waalo kingdom, with the Mbooj family as its paternal ancestors."
"The film plays Jembie Almazan as Alex , Bernardo Garnica Cruz as David and Jonathan Diaz Angulo as Maria .","Jambie Almazan plays Alex, David and David (Camillo Garca Cruz) and Jonathan Diaz Angulo plays Maria in the movie."
"While the exclusion of black players was not a written rule , since 1933 no Afro-American had played in the National Football League .","Black players were officially banned from playing in the National Football League, a rule not written into law, but since 1933, there were no Afro-Americans who played in leagues other than the one in Arizona."
Dale has been married to Patricia Meyer since 1984 and together they have two sons : Ryan ( born 1988 ) and Blake ( born 1992 ) .,Dale married Patricia Meyer in 1984 and together they have two sons: Ryan (born 1988) and Blake (birth 1992).
"When Platzer opened his second restaurant in Allentown in 1993 , he changed the name to P. J. Whelihan 's to honor his grandfather , Peter Joseph Whelihan .",Platzer named his second restaurant in Allentown P. J. Whelihan's in 1993 to honor his grandfather - the late Peter Joseph W Helihan.
"During the mission , 65 soldiers were killed : 34 Nigerians , 28 Chadians , 2 Togolese and 1 Burkinabé .","During the mission 20 soldiers were killed: 34 Nigerians, 28 Chadians, 2 Togolese and 1 Burkinabé."
In December 1969 became the 49th Army - Division 29th Army - Division .,"December 1969 witnessed the formation of Army 9th Squadron, 49th Army - Division, and 29th Air Force – Division subsequently known as the 29TH Army."
Scapes are mostly absent or very short .,Capes exist in abundance - a few on limbo or in general.
"She was observed as '' has very great potential and a great talent , and will grow in the future to a unique musical personality .","She was mentioned as someone with tremendous potential and talent, who ""will grow into a musical genius in the future."""
"In January 2013 , it was announced that Warren Spector Disney Interactive had left after the closure of the Junction Point Studios .",Warren Spector Disney Interactive announced in January 2013 that he would be leaving the company that had closed down Junction Point Studios after the closure of the studios.
"Air transportation is provided locally by smaller aircraft in New Bedford , Berkley , and the regional airport in East Taunton .","Airborne telecommunications services in New Bedford, Berkley - a city dominated by aircraft, are provided locally, and smaller aircraft are used in the regional airport in East Taunton and nearby airports in Berkow and Stockport."
"When we use an alternating turing machine , we have the ATIME resource .",ALIVE resource. Agricultural turing machine - alternating traning machine.
He finished two blows behind Bubba Watson and Louis Oosthuizen and lamented his putting - performance as the reason he did not win the tournament .,"Playing back well after falling behind Bubba Watson and Louis Oosthuizen, he cited his putting skills as the reason for his loss and lamented his poor performance."
"Previous host cities of the Sirius Decisions Summit include Orlando ( 2014 ) , Scottsdale ( 2013 ) and San Diego ( 2012 ) .","Orlando - 2014 host city, Scottsdale 0-3, and San Diego 2-0 host City, both win at the Sirius Decisions Summit."
"The lighting in the Louvre - painting is warmer and appears softer , but this can be the result of the sound of the varnish on the surface .","Lighting inside the Louvre gives off a warmer and softer sensation to paint, but this effect is caused by the sound of the varnish on the surface."
"Molmys River is a river in Perm Krai , Russia , a left tributary of the Yazva River .","One tributary of the Yazva River, the Molmys River is a left rivable river in Perm Krai, Russia. It flows in crowbar mode and is an active river."
"On August 1 , 1699 , William Blackett handed over his copyhold lands in Chirton to Sir Archibald Campbell , who sold the Bickerstaffe , 1st Duke of Argyll Hall .","Sir Archibald Campbell sold the Bickerstaffe, 1st Duke of Argyll Hall, in connection with William Blackett's copyhold lands in Chirton, which he had transferred to William Campbell on August 1, 1699."
"Big Band Specials is a 1962 album by Bob Cooper , with tracks arranged by Bill Holman , Shorty Rogers and husband June Christy .","Bob Cooper released a Grammy Award-winning album in 1962 called Big Band Specials, which featured arrangements by Bill Holman, Shorty Rogers and husband June Christy."
"In addition to various metal plates , concrete and sandbags were used for improvised tanks in some cases .","Tanks stacked in concrete and sandbags, containing improvised tanks, were also made from metal plates and other materials."
"Barbara Boothe Ellison was born in Santa Clara County , California , the daughter of billionaire Oracle Corporation chairman Larry Ellison and his ex-wife , Megan Ellison .","Barbara Boothe Ellison hails from Santa Clara County, California, where she was born in 1926. She was the daughter of Larry Ellisson, the Oracle Corporation chairman, and his ex-wife Megan Ellisont."
"Guillermo Coria defeated Alberto Martín 6 -- 3 , 3 -- 6 , 6 -- 2","Gustavo Martn (5 downs) 1-0 Guillermo Coria (Luis Corrieno) Guyana crowned champions of the world by defeating Alberto Martinez 6 -- 3, 3 -- 6. 6 (25 min) 6 + 3 + 2 - 3 (Christopher Copland) + Albert O. Marto (Rico Cora) 7 – 3 7 6 6 8 0 2 2 7 7 8"
The Red Bulls lost but made the 1st round of the playoffs .,"Despite losing 3-2, the Red Bulls still managed to advance to the 1st round of the playoffs."
12 January 1978 : Cambridge United manager Ron Atkinson is appointed as manager of West Bromwich Albion .,Ron Atkinson moves from Cambridge United to West Bromwich Albion on 12 January 1978.
"In 1979 he had his best year on tour , making a quarter-finals in Atlanta , Johannesburg and Tel Aviv .","Touring again in 1979, he reached the quarter-finals in Atlanta, Johannesburg, and Tel Aviv, which was his best year on tour."
The next version was created by Robert Fuller 's brother Ron in 1986 .,"Ron Fuller produced a new version of himself (1986) titled the next version, which was created by his brother Robert Fullers."
The temple serves as a cultural and religious centre for Korean Hindus and immigrants from the South Asian countries .,"Korean Hindus visiting the temple, along with immigrants from South Asian countries, residing there, make it a cultural and religious hub as well as attracting visitors."
"The clubhouse was built by Curtis , for the then sum of $ 60,000 , and rented it for a large charge to the club .","Curtis paid $60,000 for building the clubhouse which was rented for a significant fee to the team, and the building was completed by Curtians for the same amount."
