Sentence,Formal_10
"Following her success , Jane Campion hired Jones for a television miniseries that turned into the film Angel at my Table , an adaptation of Janet Frame 's autobiography .","Following her success, Jane Campion commissioned Jones to work on a television miniseries that later became Angel at my Table, based on Janet Frame's memoir."
"Stipsits was born in Vienna , and spent his childhood in Stammersdorf , Korneuburg .","Stipsits, whose native language is Vienna, was born in Vienna and grew up in Stammersdorf, which is now located in nearby Korneuburg."
Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,"Located in the northeast of Buenos Aires Province in Argentina, Navarro is a partido."
"Upstream is the decommissioned Michigan Central Railway Bridge , which with its predecessor , the Niagara Cantilever Bridge , competed with the Rapids Bridge whirlpool for rail transport .","The Michigan Central Railway Bridge and the Niagara Cantilever Bridge, along with their predecessor, the Rapids Bridge, were competing with the rapid transit of rail transport in UPstream."
"The song was written and produced by the gala , which was composed by Filippo Andrea Carmeni and Maurizio Molella .","The composition and production of the song were the task of those who wrote and produced the track, which was written and recorded by Filippo Andrea Carmeni and Maurizio Molella for the gala."
"Retzius was born in Stockholm , son of the anatomist Anders Jahan Retzius ( and grandson of the naturalist and chemist Anders Retzius ) .","Born in 1932 in Stockholm, and the offspring of the scientist anatomist, neophyte, physician, engineer, educator, teacher, doctoral student, Anders Jahan Retzius (and grandson of chemistry) and naturalist."
"At the 2011 census , 78.8 % of inhabitants were Romanians , 17 % Roma , 2.7 % Hungarians and 1.4 % Germans .","According to the 2011 census, the population of Romanians in 2011 was 78.8 %, while the Roma population accounted for 17 %), Hungarians for 2.7  percent, and Germans occupied the region 1.4  percentage - a figure that was also around 80%."
"The museum is centrally located in Jiangbeizui CBD , near the confluence of the Jialing River and the Yangtze River .","The museum is situated in the central area of Jiangbeizui CBD, near the junction of the Jialing River and the Yangtze River."
"Robbins was born in Coventry on 21 September 1933 , with his twin David , the eighth and ninth children of twelve by Charles and Jessamine Robbins .","Charles and Jessamine Robbins welcomed their eighth and ninth children, David and his siblings David, at the age of twelve when David was born on 21 September 1933 in Coventry with his parents."
The battalion is maintained by the Queen 's York Rangers ( 1st American Regiment ) ( RCAC ) .,The Queen's York Rangers (1st American Regiment) ( RCAC) serve as the maintenance for the battalion.
Katz was born in 1947 in Sweden and moved to New York at the age of one .,"Having been born in Sweden in 1947, Katz moved to New York at the age of one."
The image on the page is a two-dimensional image as opposed to pre-rendered 3D .,"The image displayed on the page is a two-dimensional representation, unlike the 3D version that is pre-rendered."
"`` Stopped '' light , in the context of an EIT medium , refers to the `` quantum '' transfer of photons to the coherent system and back again .","In the context of an EIT medium, the "" quantum '' transfer of photons to the coherent system and back again"" is the term used to describe the phenomenon of light passing from an  Stopped."
The previous average is more important for high values of formula _ 2 .,"For high values of formula _ 2, the previous average is more significant."
"Among the prominent women of Suriname are Jennifer Simons , Marijke Djwalapersad , Elisabeth Samson , Cynthia McLeod , and Ruth Wijdenbosch .","Several women of Suriname, including Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod and Ruth Wijdenbosch, have made their mark in the country."
"In 1924 he was an invited spokesman for the ICM in Toronto , in Oslo in 1932 and in 1936 in Zurich .","He received invitations to speak for the ICM in Toronto in 1924, Oslo in 1929, and Zurich in 1936."
"The BBC World Service also broadcast a version called `` Animal , Vegetable and Mineral '' , chaired by Michael Flanders with a panel including Terry Wogan .","Animal, Vegetable and Mineral '' was presented by the BBC World Service, which was also aired by Michael Flanders and Terry Wogan, with a panel of experts."
"Thompson 's younger brother , Julia , was born in 1863 in Charles Martin Hall , Geauga County , Ohio .","In 1863, Charles Martin Hall in the vicinity of Cleveland's Geauga County gave birth to Julia Thompson, Thompson' mother."
The Horezu River is a tributary of the Ponoru River in Romania .,"In Romania, the Horezu River is a tributary of the Ponoru River and is one of its neighbors."
"In 2002 , the song was published by the British producer Vincent Stormfield and covered by Independiente as '' Sweet Harmony 02 `` .","Vincent Stormfield, a British producer, released ""The song titled Sweet Harmony 02"" in 2002, which was covered by Independiente."
"David was born on 21 September 1933 in Coventry with his twin father Charles and Jessamine Robbins , the eighth and ninth child of twelve of Robbins .","David, the eighth and ninth child of Charles and Jessamine Robbins, was born to David and his twin father Charles in a carriage in the UK on 21 September 1933, in Coventry."
The regiment left Boston in October 1777 to join General George Washington 's Main Army outside Philadelphia .,"In October 1777, the regiment left Boston to join General George Washington's Main Army outside Philadelphia, where he formed a new headquarters."
The compound was developed by Dr. Patrick Page and his team and was patented by Genkyotex in 2007 .,"Dr. Patrick Page and his associates created the compound, which was patented by Genkyotex in 2007, after developing it."
"The `` case '' was used for the last time in 1949 in East Germany , 1966 in West Germany .","The  case '' was used for the last time in 1949 in East Germany, and in 1966 in West Germany."
"Ringo Sheena is the leader of the Saito Neko Quartet , and is known for his many collaborations with musician Saito .","The leader of the Saito Neko Quartet, Ringo Sheena, is recognized for his numerous collaborations with musician Saikito and is also known as the ""One Ring"", a name that is used to describe the group's improvisational music."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Abu Halifa district of Al Ahmadi governorate in southern Kuwait .,"The Abu Halifa district, located in the southern region of the Al Ahmadi governorate in Kuwait, is home to the small town of Abu Humeya, also known as Abu Dhabi, Abu Hulayfah, and Abu Limeifeh."
"His father was the illegitimate son of Anne Tothby , a Member of Parliament for Lincolnshire , and William Skipwith .","His father, William Skipwith, was born to Anne Tothby, a Member of Parliament for Lincolnshire, and William Toddington, his mother."
"Among them are Marie Teresa Rios , a composer of boleros , Julita Ross , an author , and Sylvia Rexach , a singer .","Marie Teresa Rios, composer of boleros, Julita Ross, author, and singer Sylvia Rexach are some of the individuals included."
"He was survived by his wife Carol Ober , daughter Viola and four grandchildren .","His wife, Carol Ober, daughter, and four grandchildren are the ones who survive him; he died later."
"He would return to the station to the west of Tecumseh that night , and then ride with another horse to Violet Springs before his neighbors could become suspicious .","He continued to travel westward from Tecumseh at the station that night, and later returned to ride another horse to Violet Springs before his neighbors could become suspicious."
"The agency has its headquarters in Paris , France , and its overseas office - Operations - Office in Arlington , Virginia .","The agency is headquartered in Paris, France. Its overseas office is located in Arlington - Operations – Office ; its headquarters are in Washington D.C."
"In 1964 , the diocese was nominally restored as a titular citizen of the lowest ( episcopal ) rank .","The diocese regained its status as a title citizen of the lowest rank ( episcopal) in 1964, when it was nominally restored to its original status."
"His subsequent work in agriculture was mainly in Lincolnshire , but he also suggested extensive embankments in Norfolk , which were successfully carried out .","Although he concentrated on Lincolnshire as his primary area of agricultural work, a later part of his work involved suggesting the construction of large bridges in Norfolk, which were successfully implemented."
When Jack Nitzsche first heard `` Stubborn Kind of Fellow '' he was so excited he lost control of his car while driving down Sunset Boulevard with Phil Spector .,"Upon hearing "" Stubborn Kind of Fellow"", Jack Nitzsche was driving down Sunset Boulevard with Phil Spector at the time and was overcome with excitement, causing him to lose control of his car."
The Communists firmly believed that the Central Intelligence Agency supported these protests discreetly financially and otherwise .,"The Central Intelligence Agency, which the Communists believed facilitated the protests, provided funds and assistance discreetly and otherwise."
"The species are members of different ecological groups , including xerophytic shrubs , lianas and trees , tropical plants , mycoheterotrophy , as well as various herbal representatives .","Species that belong to various ecological groups, such as xerophytic shrubs, lianas and trees. tropical plants ; various types of mycoheterotrophy : various herbal representatives, are among the species."
"The khan advanced out with an escort , Tsitsianov rode with two other men and was shot dead .","The khan proceeded with a helper as he advanced out, but Tsitsianov, along with two others, was killed by gunfire."
"Sculcoates has a library , a post office , a swimming bath called Beverley Road Baths , a high school and two primary schools .","Within his estate, Sculcoates has a library,. post office ; 63 office rooms & reception : 57 students Using the computer for work XML DS process software YML is available for viewing; Beverley Road Baths – MISc system based on the student learning computer RS232; one high school GSGS NGGS database; and two primary schools ESJ format 6.0."
He was born in Melbourne and migrated to New Zealand with his family when he was 10 years old .,He originated in Melbourne and moved to New Zealand with his family at the age of 10 with the family.
"In the history of such devices , it preceded `` The Turk '' and succeeded `` Mephisto '' .","The Turk '' was present before a similar device, while / was followed by 1/13th century Greek Greek called PIKOS."
"Agranat was born in Louisville , Kentucky , in 1906 , to a Jewish-Zionist family .","In the year 1906, Agranat was born to a Jewish-Zionist family in Louisville, Kentucky."
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teenage years .","Massé, of Westchester County, New York. She grew up in Holland - Michigan – and in Europe during her adoles period."
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"The kingdom of Waalo was controlled by the Mbooj family, with the three maternal dynasties ruling."
The BAC presents three yearly performances of the Minnesota Orchestra and has recently commissioned works by Diavolo and Merce Cunningham Dance Company .,"The BAC stages three seasons of the Minnesota Orchestra at the Annual Banquet of Artists (BAC), and has recently added new works by Diavolo and Merce Cunningham Dance Company."
"Monroe Meadows , in Yosemite valley near Bridalveil Falls , is also named after George Monroe .","George Monroe, situated in Monroe Meadows, a location in Yosemite valley near Bridalveil Falls, is the name of the place, which is also named after him."
Andesite was the dominant lava type with some samples mafic enough to be classified as basaltic andesite .,"The primary type of lava, andesite, was found mostly in smaller amounts in the eastern desert, with some samples being delicate enough to classify as basaltic."
"In early 2016 , Senator Bob Hackett was appointed to the Senate of Ohio in order to succeed Senator Chris Widener , who resigned .","Senator Bob Hackett was added to the Senate of Ohio in early 2016 to replace Senator Chris Widener, following the resignation of Senators."
"In practice are mesquite `` modules '' Java - classes , usually abstract subclasses of concrete class definitions .","In practice, Java classes are composed of modules (mapping) and abstract classes, which are typically abstract and have concrete class definitions."
The Pope proposed a solution in 1980 that was rejected by Chile and approved by Argentina .,"In 1980, the Pope proposed a solution that was rejected by Chile and approved by Argentina."
"In the 1930s and 1940s , he was elected four times for Al Smith in 1928 for Franklin D. Roosevelt and for Harry S. Truman in 1948 .","During the 1930s and 1940s, he was four times elected for Al Smith in 1928 for Franklin D. Roosevelt and for Harry S. Truman in 1948, while in the 1940's (2007), during the same period."
The music performed as Bob courts `` Blackadder '' is Vaughan Williams ' `` Fantasia on Greensleeves '' .,The music played was Bob courts  Blackadder '' and Vaughan Williams.
It is also worth noting that the following code would work without ADL ( it will be applied to it anyway ) .,"The following code, however, requires ADL to function, and the code is not required. Additionally, it is worth mentioning that this would work without ADF (which it will use anyway)."
It then meets the Snoqualmie River to form the Snohomish River at Monroe .,"The intersection of the Snoqualmie River and the Monroe River forms the base of what is now known as the Washington State River, which is also called the Northwest Salmon River."
"During his campaign , he debated McCain twice , once in Tucson and once in Flagstaff .","During the campaign, he engaged in debates with McCain twice, in Tucson and Flagstaff."
"It was finished by his wife , Stella Gemmell , following his death on July 28 , 2006 and released under the joint authorship of David and Stella Gemmell .","Following his death on July 28, 2006, Stella Gemmell completed and published it under the joint authorship of David and Stellastic Gempell."
"The Central Baptist Association is an association of churches from South Carolina to Indiana , with the most churches in eastern Tennessee and south-western Virginia .","The Central Baptist Association is a group of churches spanning from South Carolina to Indiana, with the highest number of members in eastern Tennessee and south-western Virginia."
Karen Phillips began a relationship with Steve of Suranne Jones played .,"Following the end of her performance in the role of Karen Phillips's girlfriend, Karen began dating Steve of Suranne Jones played."
vidas distintas is a Mexican telenovela from 1969 transmitted by Televisa and originally produced by Telesistema Mexicano .,"In 1969, a Televisa transmission transmitted vidas distinta, which was originally produced by the Mexican television company Telesistema Mexicano, featured ten ltimo idiomo."
"Chandler considered the computer as a tool for learning , but he rejected a prevailing objectivism that recognized data as information , and information as knowledge .","Chandler identified the computer as a tool for learning, but he opposed prevailing objectivism that regarded data as information, and information as knowledge."
A phase transition from a ferromagnet to a paramagnet is second and is of continuous order .,"Second, a phase transition occurs from fromagnet to paramagnetic and is continuous in order, with alternating phases."
Albanian families left the village before the return of Serbian refugees in 1999 .,Albanian families departed from the village before the arrival of Serbian refugees in 1999.
"However , the original version was skipped in favor of the mild edition .",The version that was initially published was abandoned in favor of the more moderate version.
"In 1864 , the United Presbyterian Missionary Society of Scotland sent its agents to China .","The United Presbyterian Missionary Society of Scotland dispatched its representatives to China in 1864, bringing them to the region."
"After ten years stay in Paris , Houdon returned to Italy .","Following a decade-long stay in Paris, Houdon returned to Italy."
She was sunk by the Germans and scrapped by Allied bombers twice in 1943 -- 1944 and finally raised in 1946 -- 1947 .,"Despite being destroyed by the Germans and fought by Allied bombers, she was only raised briefly in 1943 -- 1944 and again in 1946 -- 1947, when she suffered damage from SSB bombings."
"In 1864 , the United Presbyterian Missionary Society of China sent its agents into Scotland .","The United Presbyterian Missionary Society of China dispatched its representatives to Scotland in 1864, bringing them a delegation."
"The film stars Lily Rabe , Timothée Chalamet , Lili Reinhart , Anthony Quintal , Oscar Nunez , and Rob Huebel .","Lily Rabe, along with Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nunez, and Rob Huebel, are the stars of the film."
"Dakota City is part of the metropolitan region Sioux City , IA -- NE -- SD .","The metropolitan area of Sioux City, IA -- NE -- SD includes Dakota City, which is part of the Dakotas City metropolitan region."
"Grant Connell and Glenn Michibata won the title , defeating Wayne Ferreira and Jim Grabb 6 : 4 , 6 : 3 in the finals .","The title was claimed by Grant Connell and Glenn Michibata, who defeated Wayne Ferreira and Jim Grabb in the finals with a time frame of 6:4, 6 : 3."
The parliamentary elections in Zagreb in 1927 were held on 4 September 7 days before the local elections .,"The 1927 parliamentary elections in Zagreb were held on 4 September, 7 days before the local elections, and the parlament general assembly held in 1926."
"Probuccinum tenerum is a species of sea snail , a true gastropod mollusk in the family Buccinidae , the marine whelks .","The species of sea snail, known as Probuccinum tenerum, belongs to the Buccinidae family and is primarily eaten by marine whelks, which are also known to be known by other names."
The Valea lui Lambă River or Lom River is a tributary of the Șimon River in Romania .,"In Romania, the river Lom, also known as the Valea lui Lambă River, is a tributary of the imon River and is one of several rivers in Romania."
"This genus is now classified in the family of lizards , known as Iguanidae , subfamily Polychrotinae , and is no longer classified in the current invalid family , polychrotidae .","The genus is presently categorized as a member of the Iguanidae, formerly known as the 'lizard' family, and is part of broader lizest family Ignitee, but no longer included in the polychrotid family."
"In 2012 , the city flipped and was won by incumbent Democrat Barack Obama , who took 51 % of the vote to Republican Mitt Romney of 48 % .","In the 2012 election, the city's popularity grew significantly, with incumbent Democrat Barack Obama winning 5 % of the vote, while Republican Mitt Romney of New York and New Hampshire of 190,000 votes, albeit by a margin of 4 2%, won overwhelmingly."
"With her I have been able to fulfill some of my musical dreams with early styles and this new style is really big , fresh and naturally fluent .","During our time together, I have been able to fulfill some of my musical desires with her musical abilities and this new, energetic, and spontaneous style."
"Grady Howard was elected first mayor on this date , and was officially named the interim mayor of Spring Lake on June 5 , 1951 .","After the election of Grady Howard, who became the first mayor, on this date, June 5, 1951, he was officially named the interim mayor of Spring Lake."
Ballouhey exists mainly in Isère in Paris as well as in France and South Africa .,"Located primarily in Isère in Paris, Ballouhey is a significant tourist destination in France and South Africa."
It will be high with a long wall and capacity .,"The height, capacity, and long wall will make it high."
"Education in Alabama consists of secondary and primary schools in Alabama , including the University of Alabama , private colleges , and public and private schools .","Secondary and primary schools in Alabama are composed of the state's public schools, public colleges, and private colleges – the University of Alabama, as well as the private College System, the National Association of American Schools, The National School System and the Alabama School District."
"The series debuted on April 18th , 2009 in Australia on Nickelodeon ( New Zealand and New Zealand ) .","The series premiered on Nickelodeon (New Zealand and New Zealand) in Australia on April 18th, 2009."
"It was directed by George Fitzmaurice and is based on a 1917 play , `` Tiger Rose '' , by Willard Mack .","George Fitzmaurice directed the film, which is based on a 1917 play called "" Tiger Rose"" by Willard Mack and directed by George Fitzgerald."
"The version of Mahabharata written by the Odia - poet Sarala Dasa tells the legend of Navagunjara , no other has the story .","The legend of Navagunjara is the story told in the Mahabharata by Sarala Dasa, a poet from Odia."
"Vempati Chinna Satyam ( October 15 , 1929 -- July 29 , 2012 ) was an Indian dancer and a guru of the Kuchipudi dance form .","An Indian dance practitioner known as Vempati Chinna Satyam, a guru of the Kuchipudi dance form, was born in 1929 and lived in New Delhi from 1931 to 1972."
Lee Hi is a South Korean singer under YG Entertainment .,"Currently, Lee Hi is a South Korean singer who is working with YG Entertainment."
"Variants of this method produce good numerical approximations for the many exponents when critical terms are included , in both two and three dimensions .","The method's variations, when coupled with important terms, provide accurate numerical estimates for many exponents in both two and three dimensions."
"The lid was only removed by privileged viewers , so these scenes might have been more intimate .","The images could have been more personal, as privileged viewers were the only ones who could lift the lid."
It serves Chandimandir Cantonment area of Panchkula city .,"Serving the Chandimandir Cantonment area of Panchkula city, it is used by the city."
"Slough High School was a girls selective grammar school in Slough , Buckinghamshire , now Berkshire .","In the county of Slough, currently in Berkshire, a grammar school known as Sloough High School was established, and it was primarily attended by girls, but it later changed to English grammar from the 13th century onwards."
"Eugene D. Engley was born on 5 April 1851 in Attleborough , Massachusetts , as the son of James Henry Engley and his wife , former Mary Kaley .","Eugene D. Engley was born on 5 April 1851 in Attleborough, Massachusetts, as the son of James Henry Engle and his wife, former Mary Kaley."
"Maritsa Lazari was born in Cyprus in October 1943 and emigrated with her family at the age of 16 to London , England .","Maritsa Lazari was born in Cyprus in October 1943 and moved with her family to London, England at the age of 16, having been born there in 1943."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi performing Rihanna 's `` Rude Boy '' .","Anni Rossi performed a performance of Rihanna's "" Rude Boy"" on March 5, 2011 on MTV Hive, and NBC 5 reported on Twitter on Wednesday, March 5, 2011, that Ann Rossica had ''Streamlined the Music Channel""."
"The Machpelah Cemetery , also spelled as '' Macpelah Cemetery `` or '' Macphelah Cemetery `` , is a graveyard in Hudson County , New Jersey .","The cemetery, known as Machpelah Cemetery or Macphelah cemetery in Hudson County, New Jersey, is located in Morris County and is also known by the city name Machpaha Cemetery."
The song was written and composed by Gala by Filippo Andrea Carmeni and Maurizio Molella produced .,"The composition and writing of the song were done by Gala, with the music composed by Filippo Andrea Carmeni and produced by Maurizio Molella."
"According to Prior , Robert Goldsmith the grandfather of the poet , playwright and novelist Oliver Goldsmith was the first of the family to settle at Ballyoughter .","Prior stated that Robert Goldsmith, the grandfather of Oliver Goldsted, was the first of his relatives to settle in Ballyoughter, where he lived with his father, Paul Prior."
Omitting the engines and their fuel would reduce complexity and increase payload .,"Without incorporating the engines and their fuel, complexity would be reduced and payload would increase."
"According to Tobe and Gunnar Hansen , the reason why he wore a mask was that the mask really determined his personality .",Tobe and Gunnar Hansen stated that he wore a mask because it was the determining factor in his personality.
"The private Claiborne Academy is located in Haynesville , near the Parish Claiborne .","The private Academy, which is situated in Haynesville, near the Parish Claiborne, is also a school."
"The NVIDIA TITAN V was officially announced by Nvidia on December 7 , 2017 .","The announcement of the NVIDIA TITAN V was made official by Nvidia on December 7, 2017 on the release of NEVDIA's NVR VTX graphics card, the NVIDIA Titan V."
"He did medical training at the Middlesex Hospital in London , and qualified as a clinical doctor in 1943 .","After receiving medical training at the Middlesex Hospital in London, he qualified as a clinical doctor in 1943."
He performed as a glassmaker and worked with many different bands on different musical instruments .,"As a glassmaker, he engaged in various musical instrument projects and worked with various bands."
Components of mechanical systems store elastic potential energy if they are deformed on the system when applied forces .,"Should systems be affected by applied forces that cause deformation of mechanical components, the components may store elastic potential energy, which can be converted into elastic energy."
"William Llewelyn Williams known as Llewelyn Williams ( 10 March 1867 -- 22 April 1922 ) , was a Welsh journalist , lawyer and radical Liberal Party politician .","William Llewelyn Williams, identified as Welsh journalist, lawyer, and Liberal Party politician, was born in Wales on 10 March 1867 and died on 22 April 1922."
"Blagoy Ivanov challenged Mehmen for the WSOF Heavyweight Championship at on October 17 , 2015 .","The competition between Mehmen and Megmen for the WSOF Heavyweight Championship saw Russian fighter Blagoy Ivanov challenge him for victory on October 17, 2015."
"It was established by Richard Creed , built by George Edwards , designed by Collins and Geoffrey of Monmouth .","It originated from Richard Creed, constructed by George Edwards and designed by Collins and Geoffrey of Monmouth."
"Sacramento is located in ( 38.651254 , -121.259279 ) , between Fair Oaks and Folsom .","Between Fair Oaks and Folsom, between the neighborhoods of Fair and Sacramento, is where Sacramento is located (38.651254, -121.259279 )."
"The `` Astrud '' track on Gilberto 's 1987 album , `` Time and Tide '' , is a tribute to Basia Trzetrzelewska .","The title track of  Time and Tide '' on Gilberto (2000), titled Sacred Music, is dedicated to the singer Basia Trzetrzelewska."
"Clark had a son , Rishi , born on April 3 , 2007 . A Socks and Sandals EP on Microcosm Music was named for him , Rishi Saturn .","Rishi, whose birth date is unknown, was born on April 3, 2007 on Clark's Microcosm Music EP, A Socks and Sandals, which was named 'Riko Saturn' in his honor."
"Melodie Crittenden left the group in 2004 to pursue a solo career , and for most of 2005 Nicol sang with the group .","In 2004, Melodie Crittenden left the group to pursue a solo career, and during 2005, Nicol sang with the band."
"In semi-professional football , Scottish teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","Most Scottish teams below the Scottish Championship participate in semi-professional football, with Scottish semis appearing at all levels below Scotland's Premiership."
Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor .,Diboll and Owen of New Orleans were responsible for the architecture while G. A. Chamblin of Mobile was hired to work on the project.
"In malignant hypertension , these hyperplastic changes are often accompanied by arterial necrosis of the fibrinoid intima and media .","Hyperplastic changes in the malignant type often occur in conjunction with arterial necrosis of the fibrinoid intima and media, often accompanied by alterations in arteries and lungs, in malignignant hypertension."
The team toured in Australia in 1953 and Asia in August 1959 .,The group toured Australia in 1953 and Asia in August 1959.
"This film is about Rafael , a Malayalam singer in the new film industry .","Rafael, a Malayalam singer in the emerging film industry, is the protagonist of this film."
"In 1864 , the United Presbyterian Missionary Society of China sent its representatives to Scotland .","The United Presbyterian Missionary Society of China dispatched representatives to Scotland in 1864, with the aims of sending delegates to the country."
The initial vector space formula _ 13 is called `` initial object '' or `` topological structure '' with respect to the given data .,The formula _ 13 of the first vector space identifies either the  object itself or its topological structure '' with respect to the data.
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"The kingdom of Waalo was controlled by the Mbooj family, with the three maternal dynasties ruling."
"The film plays Jembie Almazan as Alex , Bernardo Garnica Cruz as David and Jonathan Diaz Angulo as Maria .","The film stars Jembie Almazan as Alex, Bernardo Garnica Cruz as David, and Jonathan Diaz Angulo as Maria."
"While the exclusion of black players was not a written rule , since 1933 no Afro-American had played in the National Football League .","Although black players were excluded from playing in the National Football League until 1933, no Afro-Americans had participated in it since 1933."
Dale has been married to Patricia Meyer since 1984 and together they have two sons : Ryan ( born 1988 ) and Blake ( born 1992 ) .,"Since 1984, Dale has been married to Patricia Meyer and has two sons, Ryan (born in 1988) and Blake ( born in 1992)."
"When Platzer opened his second restaurant in Allentown in 1993 , he changed the name to P. J. Whelihan 's to honor his grandfather , Peter Joseph Whelihan .","In recognition of his grandfather, Peter Joseph Whelihan, and his legacy, Platzer renamed his second restaurant in Allentown, which he opened in 1993."
"During the mission , 65 soldiers were killed : 34 Nigerians , 28 Chadians , 2 Togolese and 1 Burkinabé .","During the mission, 65 soldiers lost their lives: 34 Nigerians, 28 Chadians, 2 Togolese, and 1 Burkinabé."
In December 1969 became the 49th Army - Division 29th Army - Division .,The designation of the 49th Army - Division was added in December 1969 when it became the 29th and finalized division as the Division 29 in action.
Scapes are mostly absent or very short .,Most creatures of the scape are either very short or absent altogether.
"She was observed as '' has very great potential and a great talent , and will grow in the future to a unique musical personality .","She stated that she possesses great potential and talent, and will develop into a distinctive musical personality in the future."
"In January 2013 , it was announced that Warren Spector Disney Interactive had left after the closure of the Junction Point Studios .",Warren Spector Disney Interactive announced his departure from Disney in January 2013 due to the closure of Junction Point Studios.
"Air transportation is provided locally by smaller aircraft in New Bedford , Berkley , and the regional airport in East Taunton .",New Bedford and nearby Berkley as well as the regional airport in East Taunton have locally operated aircraft available for air travel.
"When we use an alternating turing machine , we have the ATIME resource .",The presence of ATIME resource in an alternating turing machine is a prerequisite for its operation.
He finished two blows behind Bubba Watson and Louis Oosthuizen and lamented his putting - performance as the reason he did not win the tournament .,"His performance of putting was responsible for the lack of victory and he attributed it to finishing two strokes behind Bubba Watson and Louis Oosthuizen, which sparked his regret."
"Previous host cities of the Sirius Decisions Summit include Orlando ( 2014 ) , Scottsdale ( 2013 ) and San Diego ( 2012 ) .","Orlando, San Diego, and Phoenix were the previous hosts of the Sirius Decisions Summit in 2014 and 2013 respectively, making them the last three cities in the list of attendees."
"The lighting in the Louvre - painting is warmer and appears softer , but this can be the result of the sound of the varnish on the surface .","Lighting used in the Louvre produces a warmer and softer painting experience, although this may be due to the sound of the varnish on the surface."
"Molmys River is a river in Perm Krai , Russia , a left tributary of the Yazva River .","The mollys River is a river in Perm Krai, Russia, and is an important left tributary of the Yazva River."
"On August 1 , 1699 , William Blackett handed over his copyhold lands in Chirton to Sir Archibald Campbell , who sold the Bickerstaffe , 1st Duke of Argyll Hall .","William Blackett transferred his copyhold lands in Chirton to Sir Archibald Campbell on August 1, 1699, who sold the copies of the."
"Big Band Specials is a 1962 album by Bob Cooper , with tracks arranged by Bill Holman , Shorty Rogers and husband June Christy .","The album album title, ""Big Band Specials"" was released in 1962 by Bob Cooper, with arrangements by Bill Holman, Shorty Rogers and husband June Christy, and a discography by Shirley Bass."
"In addition to various metal plates , concrete and sandbags were used for improvised tanks in some cases .","Concrete and sandbags were used for improvised tanks, whereas concrete was used instead."
"Barbara Boothe Ellison was born in Santa Clara County , California , the daughter of billionaire Oracle Corporation chairman Larry Ellison and his ex-wife , Megan Ellison .","Barbara Boothe Ellison, the daughter of Larry Ellisson and Megan Ellis on 28 December 1935, was born in Santa Clara County, California in the home county of Oracle Corporation chairman Larry and his ex-wife Mega Lynn Ellisont."
"Guillermo Coria defeated Alberto Martín 6 -- 3 , 3 -- 6 , 6 -- 2","Guillermo Coria emerged as the winner following a match win against Alberto Martn, with chants of Guillomaro, ''3,',, ""6,"" and ""2"", followed by Xami Laurez, who scored 6 points."
The Red Bulls lost but made the 1st round of the playoffs .,"Although the Red Bulls lost, the Bullştering participated in the 1st round of the playoffs."
12 January 1978 : Cambridge United manager Ron Atkinson is appointed as manager of West Bromwich Albion .,"West Bromwich, New York: On January 12, 1978, Ron Atkinson of Cambridge United is named as the new manager."
"In 1979 he had his best year on tour , making a quarter-finals in Atlanta , Johannesburg and Tel Aviv .","His career-best year on a tour occurred in 1979, when he reached the quarter-finals in Atlanta, Johannesburg, and Tel Aviv."
The next version was created by Robert Fuller 's brother Ron in 1986 .,"Ron, the brother of Robert Fuller, produced the next version in 1986."
The temple serves as a cultural and religious centre for Korean Hindus and immigrants from the South Asian countries .,"Korean Hindus and South Asian immigrants use the temple as a culture and religion center, with varying degrees of influence."
"The clubhouse was built by Curtis , for the then sum of $ 60,000 , and rented it for a large charge to the club .","The building of the clubhouse was constructed by Curtis, who was paid $ 60,000, and leased it for a significant fee to the organization."
"Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G , Danny Choo , Kaname , and Tasha with Miyuko from Korea were special guests for the event .","Special guests: The event was attended by Mitsuhisa Ishikawa, Tomohiko Ishii of Production I.G., Danny Choo, Kaname, and Tasha with Miyuko from Korea."
Vempati Chinna Satyam ( 15 October 1929 - 29 July 2012 ) was an Indian dancer and guru of the Kuchipudi dance form .,"An Indian dance practitioner known as Vempati Chinna Satyam, who lived from 15 October 1929 to 29 July 2012, and was a master of the Kuchipudi dance form."
This incident was later celebrated and is now commemorated in Egypt on 25 January of every year as National Police Day .,"The incident was subsequently commemorated and is now observed as National Police Day in Egypt every year on 25 January, which is observed on the same day."
Udaipur is a town in the Indian state of Madhya Pradesh near Ganj Basoda .,"In the Indian state of Madhya Pradesh, near the pier of India Highway 98, and beyond, Udaipur is positioned near to the east coast of the country, not far from the city center, just beyond the reach of a highway known as Ganj Basodha."
"He was then replaced by Heraclius , a first cousin of Nicetas , and was forced to take monastic vows .","Following that, Heraclius, a first cousin of Nicetas, took over and was required to take vows to the priesthood as he was also influenced by Heracelius."
