Sentence,Formal_15
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teens .","During her teenage years, Massé residing in Europe while living in Holland, Michigan. She was born in Westchester County - New York ; she moved to New Jersey and raised in Newark, New york."
Fishman holds a bachelor 's degree from Columbia University and a master 's degree in economics from Brown University .,"With a bachelor's degree from Columbia University and pursuing ma economics at Brown University, Fishman is able to earn."
"Following her success , Jane Campion hired Jones for a television miniseries that turned into the film Angel at my Table , an adaptation of Janet Frame 's autobiography .","Following her success, Jane Campion enlisted Jones to work on a television miniseries that later became Angel at my Table, based on Janet Frame's autobiography."
"Stipsits was born in Vienna , and spent his childhood in Stammersdorf , Korneuburg .","Stipsits was a young Vienna resident who spent his childhood in Stammersdorf, Korneuburg."
Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,"Navarro, a partido in the northeast of Buenos Aires Province in Argentina, is known as ""Navarra"" and resides on the outskirts of the city."
"Upstream is the decommissioned Michigan Central Railway Bridge , which with its predecessor , the Niagara Cantilever Bridge , competed with the Rapids Bridge whirlpool for rail transport .","In the upstream area, the Michigan Central Railway Bridge and its predecessor, Niagara Cantilever Bridge, which was decommissioned, competed with the Rapids Bridge whirlpool for rail transport."
"The song was written and produced by the gala , which was composed by Filippo Andrea Carmeni and Maurizio Molella .","Filippo Andrea Carmeni and Maurizio Molella were responsible for writing and producing the gala's version of the song, which was sung and performed by the same group."
"Retzius was born in Stockholm , son of the anatomist Anders Jahan Retzius ( and grandson of the naturalist and chemist Anders Retzius ) .","In addition to being born in Stockholm, Retzius was the offspring of annuitist Anders Jahan Retschap (and also the grandson of chemist and naturalist Andrés Rechtius)."
"At the 2011 census , 78.8 % of inhabitants were Romanians , 17 % Roma , 2.7 % Hungarians and 1.4 % Germans .","According to the 2011 census, the population of Romanians, Roma, Hungarians and Germans was 78.8 %, 17 2%, 2.7 1%, and 1.4 %) at the census."
"The museum is centrally located in Jiangbeizui CBD , near the confluence of the Jialing River and the Yangtze River .","Located in the central area of Jiangbeizui CBD, near the Jialing River and Yangtze River's confluence, the museum is centrally located."
"Robbins was born in Coventry on 21 September 1933 , with his twin David , the eighth and ninth children of twelve by Charles and Jessamine Robbins .","In Coventry, Robbins was born to Charles and Jessamine Robins on 21 September 1933, with his twin David, who were the eighth and ninth children of a twelve-year-old family."
The battalion is maintained by the Queen 's York Rangers ( 1st American Regiment ) ( RCAC ) .,A portion of the battalion is under the leadership of Queen's York Rangers ( 1st American Regiment ) ( RCAC ).
Katz was born in 1947 in Sweden and moved to New York at the age of one .,"Originally from Sweden in 1947, Katz was born in 1974 and later moved to New York at the age of one."
The image on the page is a two-dimensional image as opposed to pre-rendered 3D .,"On the page, the image is a two-dimensional representation, unlike the pre-rendered 3D image on the webpage."
"`` Stopped '' light , in the context of an EIT medium , refers to the `` quantum '' transfer of photons to the coherent system and back again .","In an EIT medium, the ""Stopped '' light"" is referred to as ""quantum  Quasi èd et Susceptible"" ( QoS) transition of the photons to the coherent system and then back again)."
The previous average is more important for high values of formula _ 2 .,"For high values of formula _ 2, the previous average is more significant."
"Among the prominent women of Suriname are Jennifer Simons , Marijke Djwalapersad , Elisabeth Samson , Cynthia McLeod , and Ruth Wijdenbosch .","Suriname's notable women include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod and Ruth Wijdenbosch."
"In 1924 he was an invited spokesman for the ICM in Toronto , in Oslo in 1932 and in 1936 in Zurich .","In all, he was invited as a spokesman for the ICM in Toronto in 1924, Oslo in 1929, and Zurich in 1936."
"The BBC World Service also broadcast a version called `` Animal , Vegetable and Mineral '' , chaired by Michael Flanders with a panel including Terry Wogan .","A version called  Animal, Vegetable and Mineral '' was also screened by the BBC World Service, with Michael Flanders as the chair and Terry Wogan as one of the panel."
"Thompson 's younger brother , Julia , was born in 1863 in Charles Martin Hall , Geauga County , Ohio .","Julia, who was Thompson's younger brother, was born in Charles Martin Hall, Geauga County, Ohio in 1863."
The Horezu River is a tributary of the Ponoru River in Romania .,"In Romania, the Horezu River is a tributary of the Ponoru River and is one of its inland areas."
"In 2002 , the song was published by the British producer Vincent Stormfield and covered by Independiente as '' Sweet Harmony 02 `` .","In 2002, the British producer Vincent Stormfield published the following year's version of the song, which was later covered by Independiente and re-released as ""Sweet Harmony 02"" as a cover song."
"David was born on 21 September 1933 in Coventry with his twin father Charles and Jessamine Robbins , the eighth and ninth child of twelve of Robbins .","In Coventry on 21 September 1933, David was born to Charles and Jessamine Robbins, the eighth and ninth children of the Robins family, along with his twin father Charles."
The regiment left Boston in October 1777 to join General George Washington 's Main Army outside Philadelphia .,"In October 1777, the regiment departed from Boston to be part of General George Washington's Main Army outside Philadelphia, having enlisted in 1776."
The compound was developed by Dr. Patrick Page and his team and was patented by Genkyotex in 2007 .,"In 2007, Genkyotex filed a patent for the compound that was developed by Dr. Patrick Page and his team and later patented."
"The `` case '' was used for the last time in 1949 in East Germany , 1966 in West Germany .","In 1949 and 1966, East and West Germany respectively, saw the last use of the  case ''."
"Ringo Sheena is the leader of the Saito Neko Quartet , and is known for his many collaborations with musician Saito .","As the head of the Saito Neko Quartet, Ringo Sheena, who is well-known for his many collaborations with Saitio, is responsible for the group's musical collaboration."
Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Abu Halifa district of Al Ahmadi governorate in southern Kuwait .,"In southern Kuwait's southern district of the Abu Halifa district within the Al Ahmadi governorate, a small town with administrative offices of Abu Hulayfah, Abu Halayqa, and Abu Leifeifak, is known as Abu Fataj."
"His father was the illegitimate son of Anne Tothby , a Member of Parliament for Lincolnshire , and William Skipwith .","William Skipwith and Anne Tothby, a Member of Parliament for Lincolnshire, had an illegitimate son, who was the offspring of William Toetherby."
"Among them are Marie Teresa Rios , a composer of boleros , Julita Ross , an author , and Sylvia Rexach , a singer .","Among them are Marie Teresa Rios, a composer of boleros ; Julita Ross whose work is known as an author quotient; and Sylvia Rexach presenting eloquence."
"He was survived by his wife Carol Ober , daughter Viola and four grandchildren .","Surviving him were his wife Carol Ober, daughter Viola, and four grandchildren, as well as his spouse Ada, wife Renee Ober and children Xavern Ober."
"He would return to the station to the west of Tecumseh that night , and then ride with another horse to Violet Springs before his neighbors could become suspicious .","During that night, he would return to the station west of Tecumseh, riding a horse back to Violet Springs, before his neighbors could become suspicious."
"The agency has its headquarters in Paris , France , and its overseas office - Operations - Office in Arlington , Virginia .","With its main office in Paris, France and its foreign office - Operations – Office in Arlington. Virginia, the agency has its headquarters in Washington DC (USA), with its primary office located in New York City (Canada), and a satellite office situated in Boston (US) and Boston, Massachusetts."
"In 1964 , the diocese was nominally restored as a titular citizen of the lowest ( episcopal ) rank .","In 1964, the diocese was nominally reinstated as a titular citizen of the lowest ( episcopal ) rank, after being renamed the Departamento titular de Dioctoberio Incorporated."
"His subsequent work in agriculture was mainly in Lincolnshire , but he also suggested extensive embankments in Norfolk , which were successfully carried out .","While he primarily worked in Lincolnshire as a farmer, securing the construction of extensive embankments in Norfolk was his next move, which was ultimately successful."
When Jack Nitzsche first heard `` Stubborn Kind of Fellow '' he was so excited he lost control of his car while driving down Sunset Boulevard with Phil Spector .,"Upon hearing ""Stubborn Kind of Fellow"" by Jack Nitzsche, he was so elated that a few minutes later, as if accompanied by Phil Spector, and driving down Sunset Boulevard, that they lost control of their car."
The Communists firmly believed that the Central Intelligence Agency supported these protests discreetly financially and otherwise .,"Despite the Communists' disbelief, they were convinced that the Central Intelligence Agency had privately funded and otherwise facilitated the protests."
"The species are members of different ecological groups , including xerophytic shrubs , lianas and trees , tropical plants , mycoheterotrophy , as well as various herbal representatives .","Including xerophytic shrubs, lianas and trees ; tropical plants : mycoheterotrophy ); and various herbal representatives."
"The khan advanced out with an escort , Tsitsianov rode with two other men and was shot dead .","While being escorted out by the khan, Tsitsianov was among the three men who rode with him and was ultimately killed by a shot."
"Sculcoates has a library , a post office , a swimming bath called Beverley Road Baths , a high school and two primary schools .","Sculcoates' assets consist of a library, commode, Beverley Road Baths, school for girls, and two primary schools."
He was born in Melbourne and migrated to New Zealand with his family when he was 10 years old .,"At the age of 10, he relocated to New Zealand with his family from Melbourne where a third child grew up."
"In the history of such devices , it preceded `` The Turk '' and succeeded `` Mephisto '' .","Mephisto '' followed a predecessor to, in the history of, the device referred to as."
"Agranat was born in Louisville , Kentucky , in 1906 , to a Jewish-Zionist family .","Agranat was a Jewish-Zionist in 1906 and was born in Louisville, Kentucky, to Mauricio Arafat and his family."
"Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teenage years .","During her teenage years, Massé resided in Europe after being born in Westchester County, New York but later moved to Holland."
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"These three maternal dynasties, along with the Mbooj family's paternal monikers, were responsible for ruling the kingdom of Waalo."
The BAC presents three yearly performances of the Minnesota Orchestra and has recently commissioned works by Diavolo and Merce Cunningham Dance Company .,"Featuring three annual performances of the Minnesota Orchestra, The BAC has recently commissioned works by Diavolo and Merce Cunningham Dance Company."
"Monroe Meadows , in Yosemite valley near Bridalveil Falls , is also named after George Monroe .","In Yosemite valley, near Bridalveil Falls, Monroe Meadows is named after George Monroe and is located in the vicinity of Brisalee Falls."
Andesite was the dominant lava type with some samples mafic enough to be classified as basaltic andesite .,"Andesite was the primary lava type, with some samples being mafic enough to be classified as basaltic anderite."
"In early 2016 , Senator Bob Hackett was appointed to the Senate of Ohio in order to succeed Senator Chris Widener , who resigned .","In early 2016, Senator Bob Hackett was appointed to the Senate of Ohio, succeeding the resignation of Senator Chris Widener, after he was replaced by Senator John Gillibrand, who resigned in early 2016."
"In practice are mesquite `` modules '' Java - classes , usually abstract subclasses of concrete class definitions .","Java - classes, which are mesquite  modules in practice, are usually abstract subclasses of concrete class definitions."
The Pope proposed a solution in 1980 that was rejected by Chile and approved by Argentina .,"In opting for a solution suggested by the Pope in 1980, Chile and Argentina both declined the proposal, resulting in favourable outcomes."
"In the 1930s and 1940s , he was elected four times for Al Smith in 1928 for Franklin D. Roosevelt and for Harry S. Truman in 1948 .","During the 1930s and 1940s, he was four times elected for Al Smith in 1928 for Franklin D. Roosevelt and for Harry S. Truman in 1948, after previously running for president in 1929 and 1933 for both."
The music performed as Bob courts `` Blackadder '' is Vaughan Williams ' `` Fantasia on Greensleeves '' .,I'm listening to Bob courts  Blackadder '' and Vaughan Williams - Fantasia on Greensleeves.
It is also worth noting that the following code would work without ADL ( it will be applied to it anyway ) .,"ADL should be used as the code to implement it, but it is not required to use ADF."
It then meets the Snoqualmie River to form the Snohomish River at Monroe .,"At Monroe, it merges with the Snoqualmie River to form the current Snohomish River, which is named after its name."
"During his campaign , he debated McCain twice , once in Tucson and once in Flagstaff .","During his campaign, he engaged in debates with McCain twice, in Tucson and Flagstaff."
"It was finished by his wife , Stella Gemmell , following his death on July 28 , 2006 and released under the joint authorship of David and Stella Gemmell .","Following his death on July 28, 2006, Stella Gemmell, his wife, completed and published the work under the joint authorship of David and Stellastic Gempell."
"The Central Baptist Association is an association of churches from South Carolina to Indiana , with the most churches in eastern Tennessee and south-western Virginia .","An organization of churches from South Carolina to Indiana, the Central Baptist Association has the highest number of members in eastern Tennessee and south-western Virginia."
Karen Phillips began a relationship with Steve of Suranne Jones played .,A relationship between Karen Phillips and Steve of Suranne Jones played began after the former star started dating the.
vidas distintas is a Mexican telenovela from 1969 transmitted by Televisa and originally produced by Telesistema Mexicano .,"A vidas distinta', a Mexican telenovela, was aired on Televisa in 1969 and was originally created by Telesistema Mexico."
"Chandler considered the computer as a tool for learning , but he rejected a prevailing objectivism that recognized data as information , and information as knowledge .","Although Chandler saw the computer as a tool for learning, he disagreed with prevailing objectivism that viewed data as information and information as knowledge."
A phase transition from a ferromagnet to a paramagnet is second and is of continuous order .,"A phase shift from a ferromagnet to e t magnitor, with alternating magma and paramagnetic phases, occurs at 1/360 of m/y and is characterized by symmetrical intervals between the magnet and the paramagnet."
Albanian families left the village before the return of Serbian refugees in 1999 .,"In the absence of Serbian refugees, Albanian families had already left the village by the time the Serbianţăs returned in 1999."
"However , the original version was skipped in favor of the mild edition .","Despite this, the original version was omitted from the manuscript and replaced with the milder version."
"In 1864 , the United Presbyterian Missionary Society of Scotland sent its agents to China .","In 1864, the United Presbyterian Missionary Society of Scotland dispatched its representatives to China as agents."
"After ten years stay in Paris , Houdon returned to Italy .","Having spent ten years in Paris, Houdon returned to Italy."
She was sunk by the Germans and scrapped by Allied bombers twice in 1943 -- 1944 and finally raised in 1946 -- 1947 .,"Despite being sunk by the Germans and scrapped by Allied bombers twice in 1943 -- 1944 and again in 1946 -- 1947, she was only successfully hoisted to one level by them."
"In 1864 , the United Presbyterian Missionary Society of China sent its agents into Scotland .","In Scotland, the United Presbyterian Missionary Society of China dispatched its representatives in 1864, with the missionaries' names printed on the envelopes."
"The film stars Lily Rabe , Timothée Chalamet , Lili Reinhart , Anthony Quintal , Oscar Nunez , and Rob Huebel .","Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nunez, and Rob Huebel are the actresses who appear in the film."
"Dakota City is part of the metropolitan region Sioux City , IA -- NE -- SD .","Dakota City is a metropolitan region of Sioux City, IA -- NE -- SD."
"Grant Connell and Glenn Michibata won the title , defeating Wayne Ferreira and Jim Grabb 6 : 4 , 6 : 3 in the finals .","In the final, Grant Connell and Glenn Michibata emerged as the champions, defeating Wayne Ferreira and Jim Grabb in a time-valued match with varying times of 6: 4, 6 : 3."
The parliamentary elections in Zagreb in 1927 were held on 4 September 7 days before the local elections .,"In Zagreb, the parliamentary elections of 1927 were held on 4 September, 7 days before the local elections."
"Probuccinum tenerum is a species of sea snail , a true gastropod mollusk in the family Buccinidae , the marine whelks .","A species of sea snail, the Buccinidae or marine whelks, are also part of the gastropod mollusk family Probuccinum, also known as the sea swallows."
The Valea lui Lambă River or Lom River is a tributary of the Șimon River in Romania .,"In Romania, the Lom River, also known as Valea lui Lambă, is a tributary of the imon River."
"This genus is now classified in the family of lizards , known as Iguanidae , subfamily Polychrotinae , and is no longer classified in the current invalid family , polychrotidae .","This genus is now part of the Iguanidae, a lizard-like family that falls under the subfamily Polychrotina, and is no longer considered part Of the polychrony, previously called Polatinus."
"In 2012 , the city flipped and was won by incumbent Democrat Barack Obama , who took 51 % of the vote to Republican Mitt Romney of 48 % .","In the 2012 election, the city's election was re-run and incumbent Democrat Barack Obama emerged as the clear victor, with a significant difference of over 91 % of the vote, while the Republican Mitt Romney of KS received 0 thor and 58  percent of that vote."
"With her I have been able to fulfill some of my musical dreams with early styles and this new style is really big , fresh and naturally fluent .","I've been able to fulfill some of my musical aspirations with her by pursuing some musical ideas from the beginning and discovering a new, bold and naturally melodic style that is both incredibly fresh and natural."
"Grady Howard was elected first mayor on this date , and was officially named the interim mayor of Spring Lake on June 5 , 1951 .","On this date, Grady Howard was elected as the first and current first mayor of Spring Lake, and on June 5, 1951 he was officially designated as interim mayor."
Ballouhey exists mainly in Isère in Paris as well as in France and South Africa .,"Isère in Paris, along with other locations in France and South Africa, is where Ballouhey is primarily located, with its capital being Izère."
It will be high with a long wall and capacity .,"A long, high-ceilinged, revolving wilfull-to-caution design will give it an altitude of 18 m."
"Education in Alabama consists of secondary and primary schools in Alabama , including the University of Alabama , private colleges , and public and private schools .","Secondary and primary schools in Alabama, which include the University of Alabama, private colleges, and public and private schools, are part of the Alabama Education System."
"The series debuted on April 18th , 2009 in Australia on Nickelodeon ( New Zealand and New Zealand ) .","In Australia, Nickelodeon (New Zealand and New Zealand )aired the series for the first time in the US on April 18th, 2009."
"It was directed by George Fitzmaurice and is based on a 1917 play , `` Tiger Rose '' , by Willard Mack .","George Fitzmaurice starred in the film, which is a response to  Tiger Rose '', based on Luce Perrault's 1917 play by Willard Mack."
"The version of Mahabharata written by the Odia - poet Sarala Dasa tells the legend of Navagunjara , no other has the story .","In Odia's version of Mahabharata, Sarala Dasa, a poet, is the only one to narrate the Navagunjara legend, which is not based on any other sources."
"Vempati Chinna Satyam ( October 15 , 1929 -- July 29 , 2012 ) was an Indian dancer and a guru of the Kuchipudi dance form .","Vempati Chinna Satyam, an Indian renowned for his Kuchipudi dance form, was a guru and ancestor of the discipline."
Lee Hi is a South Korean singer under YG Entertainment .,"YG Entertainment has brought in Lee Hi, a South Korean female, as s/w to become yG, the South Korea-based singer."
"Variants of this method produce good numerical approximations for the many exponents when critical terms are included , in both two and three dimensions .","When critical terms are added to two and three dimensions, variations of this method give good numerical approximations for the many exponents."
"The lid was only removed by privileged viewers , so these scenes might have been more intimate .","These scenes may have been more personal, as the lid was only lifted by privileged viewers."
It serves Chandimandir Cantonment area of Panchkula city .,It provides services to Chandimandir Cantonment area of Panchkula city.
"Slough High School was a girls selective grammar school in Slough , Buckinghamshire , now Berkshire .","In Slough, Buckinghamshire, now Berkshire, there was a grammar school called Sloough High School, which was predominantly attended by girls."
"Eugene D. Engley was born on 5 April 1851 in Attleborough , Massachusetts , as the son of James Henry Engley and his wife , former Mary Kaley .","In Attleborough, Massachusetts, on 5 April 1851, Eugene D. Engley was born, the offspring of James Henry Engle and his wife, former Mary Kaley. He was named after his father, James D, who was their son."
"Maritsa Lazari was born in Cyprus in October 1943 and emigrated with her family at the age of 16 to London , England .","Maritsa Lazari was a young girl who was born in Cyprus in October 1943 and later moved to London, England with her family at the age of 16."
"On March 5 , 2011 , MTV Hive posted a streaming link to Anni Rossi performing Rihanna 's `` Rude Boy '' .","MTV Hive provided an online link for Anni Rossi to hear Rihanna's Rude Boy performed on March 5, 2011."
"The Machpelah Cemetery , also spelled as '' Macpelah Cemetery `` or '' Macphelah Cemetery `` , is a graveyard in Hudson County , New Jersey .","In New Jersey's Hudson County area, there is a cemetery called Machpelah Cemetery or Macpeloh Cider Cemetery, also known as Macphelah I or ""Macpelachachogue"" Cigar Co."
The song was written and composed by Gala by Filippo Andrea Carmeni and Maurizio Molella produced .,"'' Gala wrote and composed the lyric, which was produced by Filippo Andrea Carmeni and Maurizio Molella. The song was written and recorded by Luca Melia, with the music composed by Andrea Filterio and the band Roccoco."
"According to Prior , Robert Goldsmith the grandfather of the poet , playwright and novelist Oliver Goldsmith was the first of the family to settle at Ballyoughter .","Prior stated that Robert Goldsmith, the grandfather of Oliver Goldschmid, was the first of the family to establish himself at Ballyoughter, where he spent time in rural Scotland."
Omitting the engines and their fuel would reduce complexity and increase payload .,Reducing complexity and increasing payload by omitting the engines and their fuel would mean reducing complexity.
"According to Tobe and Gunnar Hansen , the reason why he wore a mask was that the mask really determined his personality .",Tobe and Gunnar Hansen have suggested that the reason he wore a mask was because it was essentially the defining characteristic of his personality.
"The private Claiborne Academy is located in Haynesville , near the Parish Claiborne .","In Haynesville, near the Parish Claiborne, is where the private Claimborne Academy is situated, and it is also located in the parish of Claribea."
"The NVIDIA TITAN V was officially announced by Nvidia on December 7 , 2017 .","Nvidia unapolated the launch of the NVIDIA TITAN V on December 7, 2017 when it was officially unveiled on November 2, 2017, as the new model, the named NEVIDIDI TSNA V."
"He did medical training at the Middlesex Hospital in London , and qualified as a clinical doctor in 1943 .","At the Middlesex Hospital in London, he received medical education and eventually became a clinical doctor in 1943."
He performed as a glassmaker and worked with many different bands on different musical instruments .,"As a glassmaker, he worked with various bands and musical ensembles, while also performing on various instruments."
Components of mechanical systems store elastic potential energy if they are deformed on the system when applied forces .,"Elastic potential energy can be stored in mechanical systems if it is deformed by applied forces, such as when components are de-formed on the system, and elastic potentials are stored as potential potential enthalpy."
"William Llewelyn Williams known as Llewelyn Williams ( 10 March 1867 -- 22 April 1922 ) , was a Welsh journalist , lawyer and radical Liberal Party politician .","William Llewelyn Williams, also known as LLEWELYN WILL, (born 10 March 1867 to 22 April 1922), was a radical Liberal Party politician, lawyer, and journalist from Wales."
"Blagoy Ivanov challenged Mehmen for the WSOF Heavyweight Championship at on October 17 , 2015 .","Mehmen was contested by Blagoy Ivanov for the WSOF Heavyweight Championship against Blagony Hector for a WSF Heavygewicht Championship on October 17, 2015 in San Francisco."
"It was established by Richard Creed , built by George Edwards , designed by Collins and Geoffrey of Monmouth .","Initially designed by Collins and Geoffrey of Monmouth, and constructed by George Edwards, it was established by Richard Creed, later by architects George and Edwardi of Gloucester."
"Sacramento is located in ( 38.651254 , -121.259279 ) , between Fair Oaks and Folsom .","Between Fair Oaks and Folsom, between Sacramento and (38.651254, -121.259279 ) lies the area encompassing Sacramento."
"The `` Astrud '' track on Gilberto 's 1987 album , `` Time and Tide '' , is a tribute to Basia Trzetrzelewska .","Basia Trzetrzelewska is honored by a tribute in the form of  Astrud '' on Gilberto - Bruder Gilbert's 1987 album, titled, and whose track "" Time and Tide & Tiddity"" features astrological markers."
"Clark had a son , Rishi , born on April 3 , 2007 . A Socks and Sandals EP on Microcosm Music was named for him , Rishi Saturn .","Rishi Saturn, who was Clark's son, was born on April 3, 2007 after his father', and he was featured on A Socks and Sandals EP on Microcosm Music."
"Melodie Crittenden left the group in 2004 to pursue a solo career , and for most of 2005 Nicol sang with the group .","In 2004, Melodie Crittenden left the group to pursue a solo career, and in 2005 Nicol sang with the same group for most of the 2005 season."
"In semi-professional football , Scottish teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","In Scottish semi-professional football, teams participate at all levels below the Scottish Premiership, with most teams below this level below level beyond the Scotland Championship, and semi professionals in Scottish football."
Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor .,Diboll and Owen of New Orleans were the architects and G. A. Chamblin of Mobile was the contractor.
"In malignant hypertension , these hyperplastic changes are often accompanied by arterial necrosis of the fibrinoid intima and media .","In cases of malignant hypertension, hyperplastic changes that involve arterial necrosis of the fibrinoid intima and media, often accompanied by hypertensive hypertrophy, are often seen alongside these hypervascular changes."
The team toured in Australia in 1953 and Asia in August 1959 .,"In 1953, the team toured Australia and Asia in August 1959."
"This film is about Rafael , a Malayalam singer in the new film industry .","This film is about Rafael, a Malayalam singer who is also pursuing eponyms in the new film industry."
"In 1864 , the United Presbyterian Missionary Society of China sent its representatives to Scotland .","In 1864, the United Presbyterian Missionary Society of China dispatched its representatives to Scotland, including representatives from the Presbyterian Church in Edinburgh and the Xi'an Chinese in Beijing."
The initial vector space formula _ 13 is called `` initial object '' or `` topological structure '' with respect to the given data .,initial object '' or a topological structure. The formula _ 13 for the initial vector space identifies the data as either - 13 or +/- 13.
These three maternal dynasties ruled the kingdom of Waalo with the paternal family of the Mbooj .,"These three maternal dynasties, along with the Mbooj family's paternal monikers, were responsible for ruling the kingdom of Waalo."
"The film plays Jembie Almazan as Alex , Bernardo Garnica Cruz as David and Jonathan Diaz Angulo as Maria .","Jembie Almazan stars as Alex, while Bernardo Garnica Cruz portrays David and Jonathan Diaz Angulo portrayes Maria in the film."
"While the exclusion of black players was not a written rule , since 1933 no Afro-American had played in the National Football League .","Since 1933, the National Football League had no Afro-American players, not a long-time member of the league, and the exclusion of black players was not documented in written rules."
Dale has been married to Patricia Meyer since 1984 and together they have two sons : Ryan ( born 1988 ) and Blake ( born 1992 ) .,"Patricia Meyer and Dale have been wedening in a long-term union since they got to have two sons, Ryan (born 1988) and Blake (departed 1992)."
"When Platzer opened his second restaurant in Allentown in 1993 , he changed the name to P. J. Whelihan 's to honor his grandfather , Peter Joseph Whelihan .","In recognition of his grandfather, Peter Joseph Whelihan, Platzer renamed his second restaurant in Allentown P. J. W Helihan's."
"During the mission , 65 soldiers were killed : 34 Nigerians , 28 Chadians , 2 Togolese and 1 Burkinabé .","During the mission, 65 soldiers lost their lives: 34 Nigerians, 28 Chadians, 2 Togolese, and 1 Burkinabé."
In December 1969 became the 49th Army - Division 29th Army - Division .,"In December 1969, the 49th Army - Division was reorganized as the 29th and became the Division 49 in action."
Scapes are mostly absent or very short .,Scapoids are mostly absent or very short.
"She was observed as '' has very great potential and a great talent , and will grow in the future to a unique musical personality .","Her potential and talent were cited, along with the belief that she would become a musical personality with burgeoning potential, highlighting her potential."
"In January 2013 , it was announced that Warren Spector Disney Interactive had left after the closure of the Junction Point Studios .",Warren Spector Disney Interactive departed from Disney in January 2013 following the closure of Junction Point Studios.
"Air transportation is provided locally by smaller aircraft in New Bedford , Berkley , and the regional airport in East Taunton .","In New Bedford, Berkley - Berkeley Airport and East Taunton – Berklee Airport, the regional airport is the only Air transport is provided locally, with smaller aircraft being used for air transportation."
"When we use an alternating turing machine , we have the ATIME resource .",ATIME resource is a crucial aspect of an alternating turing machine used in animal physiology.
He finished two blows behind Bubba Watson and Louis Oosthuizen and lamented his putting - performance as the reason he did not win the tournament .,"Despite finishing two strokes behind Bubba Watson and Louis Oosthuizen, he regretted not winning the tournament due to his putting, which remained a source of frustration."
"Previous host cities of the Sirius Decisions Summit include Orlando ( 2014 ) , Scottsdale ( 2013 ) and San Diego ( 2012 ) .","Among the previous host cities of the Sirius Decisions Summit are Orlando (2014 ), Scottsdale (2013 ), and San Diego (2012)."
"The lighting in the Louvre - painting is warmer and appears softer , but this can be the result of the sound of the varnish on the surface .","In the Louvre, the lighting gives the impression that the painting is more mellow and warmer, but this may only be due to the sound of the varnish on the surface."
"Molmys River is a river in Perm Krai , Russia , a left tributary of the Yazva River .","Perm Krai, Russia, is where the Molmys River, a left tributary of the Yazva River is located, serves as inland river."
"On August 1 , 1699 , William Blackett handed over his copyhold lands in Chirton to Sir Archibald Campbell , who sold the Bickerstaffe , 1st Duke of Argyll Hall .","William Blackett relinquished his Chirton copyhold lands to Sir Archibald Campbell on August 1, 1699, who then proceeded to sell the Bickerstaffe, 1st Duke of Argyll Hall."
"Big Band Specials is a 1962 album by Bob Cooper , with tracks arranged by Bill Holman , Shorty Rogers and husband June Christy .","In 1962, Bob Cooper released an album titled the Big Band Specials, which included arrangements by Bill Holman, Shorty Rogers and husband June Christy, and featured tracks on albums by Bob Corker, with Bob's own covers."
"In addition to various metal plates , concrete and sandbags were used for improvised tanks in some cases .","Concrete and sandbags were sometimes used for improvised tanks, as well as various metal plates."
"Barbara Boothe Ellison was born in Santa Clara County , California , the daughter of billionaire Oracle Corporation chairman Larry Ellison and his ex-wife , Megan Ellison .","Barbara Boothe Ellison, who was born in Santa Clara County, California, was the daughter of Larry Ellisson, the chairman of Oracle Corporation, a well-known real estate firm, and his ex-wife, Megan Ellisont."
"Guillermo Coria defeated Alberto Martín 6 -- 3 , 3 -- 6 , 6 -- 2","Guillermo Coria emerged victorious over Alberto Martn with a mixed score of 3-6 -- 3, 3 -- 6. 6 -- 2 - 3 against Albert O. Corrado -- 4 --- 3 (3) 4,5 (5) 6-4 2 -- 5 (6) (8) Despite the Spanish opposition's efforts, Guilloo Martinez was unable to overcome the strong performance of Guilléno Barbera, who had previously drawn"
The Red Bulls lost but made the 1st round of the playoffs .,"Despite their defeat, the Red Bulls managed to reach the first round of the post-elections."
12 January 1978 : Cambridge United manager Ron Atkinson is appointed as manager of West Bromwich Albion .,"On January 12, 1978, Ron Atkinson, who had previously managed Cambridge United, is given the responsibility of managing West Bromwich Albion."
"In 1979 he had his best year on tour , making a quarter-finals in Atlanta , Johannesburg and Tel Aviv .","In 1979, he reached the quarter-finals in the 1979 US Try Tour, which was his best year on tour, and also a quarter finalist in Atlanta, Johannesburg and Tel Aviv."
The next version was created by Robert Fuller 's brother Ron in 1986 .,"In 1986, Ron, the brother of Robert Fuller, developed the next version, which was created by him in 1986."
The temple serves as a cultural and religious centre for Korean Hindus and immigrants from the South Asian countries .,"A cultural and religious center for Korean Hindus and South Asian immigrants, the temple is also a hub for cultural activities."
"The clubhouse was built by Curtis , for the then sum of $ 60,000 , and rented it for a large charge to the club .","Curtis constructed the clubhouse for around a time, for $ 60,000, and leased it to the local club for remuneration."
